HEADER[~&~	~&~UNIV_DT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'200907170000000000'~&~	~&~'5A556B11-63D1-DFA8-2FAF-5F61A8F7C352'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907180000000000'~&~	~&~'5BA6CD88-9629-6F27-FFF5-8D726B2B562F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907190000000000'~&~	~&~'E0E6C934-7DA0-1CEA-2EA3-4CC8AB3C79FC'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907200000000000'~&~	~&~'8C0765AC-4112-C9E1-7BC6-F9DCD9EB624E'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907210000000000'~&~	~&~'CAFA45A6-CA05-2CB3-8440-93D61E08FFD0'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907220000000000'~&~	~&~'C776AB1D-CD18-F533-942E-93E681A260E1'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907230000000000'~&~	~&~'9962D6A9-2DD1-0B4D-8CE1-FA6920A4E9B3'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907240000000000'~&~	~&~'C32A35FE-B979-D465-79B6-15C7B9842645'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907250000000000'~&~	~&~'DCE65644-E02E-18A7-4D93-ED7108F9EB82'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907260000000000'~&~	~&~'4706A74A-751A-BC1D-AC8B-3D8D2034966E'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907270000000000'~&~	~&~'886BB9C8-D95B-90A8-35FF-47B7671D8010'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907280000000000'~&~	~&~'3F9FB696-F213-D095-C458-C9C2BF5A59A8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907290000000000'~&~	~&~'FA65325E-1DD9-024F-76B2-227D60CCF701'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907300000000000'~&~	~&~'5B020E81-CC5F-C4F6-585B-7DCE8B0E86F7'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200907310000000000'~&~	~&~'271CECF4-D295-65EA-7ED9-377165620D88'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'200908010000000000'~&~	~&~'7EA3CD8C-52AD-43CF-5ABC-D1E925CF4709'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908020000000000'~&~	~&~'79C3948B-5B52-0F07-6927-FB1FA2AF1207'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908030000000000'~&~	~&~'F70AAF33-36AD-D6B4-5C86-AB1ACE5E98BB'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908040000000000'~&~	~&~'B0E40800-D8DD-B5C2-21F6-100807A4CA6D'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908050000000000'~&~	~&~'14E4ADE5-267B-1DEA-5A88-BC76D22BB8DE'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908060000000000'~&~	~&~'32DE844B-2CF0-65E3-F750-1DA2A7CECC2F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908070000000000'~&~	~&~'13BA89C2-A442-CAF4-0992-E50864CE1D16'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908080000000000'~&~	~&~'A93D59A2-9FA4-7672-EB2E-457E9D218377'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908090000000000'~&~	~&~'865E1D15-51A3-0304-D904-A41B3173665B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908100000000000'~&~	~&~'DCC0CFB6-0589-0D3C-43FE-5861F8480FC2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908110000000000'~&~	~&~'85741D7C-E6E3-7DA8-7610-7CAB68846FDE'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908120000000000'~&~	~&~'32AD7AB5-58AF-14CA-FB24-761E0D394E25'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908130000000000'~&~	~&~'BED3333D-7879-6A1A-E520-2E17158692EF'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908140000000000'~&~	~&~'E864A9D5-61FF-2E45-672A-36B0F156C365'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908150000000000'~&~	~&~'FD48E53F-9CDE-B361-BE39-DBA8B83BA846'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908160000000000'~&~	~&~'482301D2-52CF-9029-986E-82582FF67243'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908170000000000'~&~	~&~'EBABAC87-542B-AE87-4DEB-A411D7055897'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908180000000000'~&~	~&~'BCABF396-B579-5520-1C82-2A8E7AC101B1'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908190000000000'~&~	~&~'59CFA2B6-741C-F2CB-26D7-F10AA09E901C'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908200000000000'~&~	~&~'B429A0AD-1933-D7F0-BE49-B9466934367C'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908210000000000'~&~	~&~'D567F9AA-DD5F-2CB2-3435-FA75E17A0900'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908220000000000'~&~	~&~'3E0699F9-73EF-3437-FA38-28391C43E9A4'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908230000000000'~&~	~&~'537C743F-4CEA-034E-E37F-072019EF1EC7'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908240000000000'~&~	~&~'CB6896FC-E470-5211-6F37-4E8969F1D41A'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908250000000000'~&~	~&~'C1AD6804-3B95-5B43-FC22-6036448A0467'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908260000000000'~&~	~&~'93C7C972-A5FC-59F9-9E45-225A585DB2A4'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908270000000000'~&~	~&~'5B993BEE-69F4-0912-25B1-681068D0D52D'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908280000000000'~&~	~&~'124B63D1-5AA4-2C9E-AD4E-C0E0387B9610'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908290000000000'~&~	~&~'08FC651E-5FF2-54B0-DE9B-F8E239B10C36'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908300000000000'~&~	~&~'8E4D4DB3-F13E-ED60-B2F9-AD40FCD02A79'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200908310000000000'~&~	~&~'A063AB44-829A-E3B3-134B-9FC68BDE7429'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'200909010000000000'~&~	~&~'FB124390-6F26-FCAA-4FA2-81A5DA50EA83'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909020000000000'~&~	~&~'8E301282-9BBD-A90A-DCB9-7E1717C3212B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909030000000000'~&~	~&~'E8C2B28A-23F4-84C7-2062-10EA11B96472'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909040000000000'~&~	~&~'65FC88D7-5224-908C-1187-287FB0664D57'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909050000000000'~&~	~&~'DA069EE2-A271-C65F-0556-7405BFB12C26'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909060000000000'~&~	~&~'150C3018-AC23-B521-2A46-EB5EACA10402'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909070000000000'~&~	~&~'C22B105A-8D05-D2A9-BB29-685A69F3D5E6'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909080000000000'~&~	~&~'316E2254-87E2-2E0F-D34F-88850F37C8F6'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909090000000000'~&~	~&~'74BCD64E-678D-D186-DFC7-0E25EA505CEB'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909100000000000'~&~	~&~'FBF18423-7B1D-F8BF-99C7-A432E788E2F1'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909110000000000'~&~	~&~'0F18D1E5-7076-5ECD-129D-DFD5A80FB29B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909120000000000'~&~	~&~'2B27A2AD-814A-9588-98CB-56EBA0E92CB8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909130000000000'~&~	~&~'C79F70FA-36A5-1DD9-E0C9-47555ACB4F01'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909140000000000'~&~	~&~'0E862A14-7CAB-F8A6-1ABF-C8105227A4F6'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909150000000000'~&~	~&~'AA4551AA-4E58-BF39-B0A0-20A78B89AB57'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909160000000000'~&~	~&~'B0A7D750-81E3-5807-7D4A-0D2B2121C80F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909170000000000'~&~	~&~'6971C119-2CCB-CE1A-B406-B3386FEDA6AE'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909180000000000'~&~	~&~'FD696B58-ECD9-C6D7-3D6A-5ADC98EB9912'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909190000000000'~&~	~&~'283ECB1F-AB3A-CE3F-6CEF-2F45319EBBA2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909200000000000'~&~	~&~'97DF73F1-102C-1AA2-7F51-5168CEEF9A54'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909210000000000'~&~	~&~'CCB723A4-D048-8A24-2173-2F4CE03A7481'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909220000000000'~&~	~&~'DB0DD7F4-27E9-8A1D-9FD6-505A1FE8A221'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909230000000000'~&~	~&~'FC8F3692-A3C5-E1AB-28A3-63ED465FC1AE'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909240000000000'~&~	~&~'D965EB01-5198-F6E1-DE30-564DD69DAEEB'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909250000000000'~&~	~&~'777E2BD6-B3F3-AB78-7FA8-7630B97AC0DD'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909260000000000'~&~	~&~'230BE774-6194-92B9-2147-D4848090C56C'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909270000000000'~&~	~&~'053E90E2-9998-DDC4-F3A7-4F7A74E4D979'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909280000000000'~&~	~&~'1A08F336-3211-5269-CB3F-D64A28CD87AF'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909290000000000'~&~	~&~'063E893E-DAFD-8D2C-74D4-3A40F21758DA'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200909300000000000'~&~	~&~'88998E7F-823F-F17F-934F-C437938E682C'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'200910010000000000'~&~	~&~'413B8545-08DC-55E7-788E-EF3D408F29D9'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910020000000000'~&~	~&~'A4517133-5C2F-71FD-77BB-2F4F583FC13B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910030000000000'~&~	~&~'AAB36523-EF08-C381-BEE2-2901038367E6'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910040000000000'~&~	~&~'53B16B78-876E-3CB9-016F-F20678C0E4CD'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910050000000000'~&~	~&~'48959239-2AD8-0CA0-9F7B-3F1ED96FD370'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910060000000000'~&~	~&~'96027516-A529-13F6-13D2-84FA8F2A94D2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910070000000000'~&~	~&~'559FDB6C-FB93-22C7-590E-F3461DB201FB'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910080000000000'~&~	~&~'22A933F5-2607-EC43-9A8B-79084E318F64'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910090000000000'~&~	~&~'0EE006E6-86A9-01E9-6121-B8459C8D4103'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910100000000000'~&~	~&~'2E5EF20E-0942-F921-718F-BF0FEB56C87D'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910110000000000'~&~	~&~'DBCCAC9B-323A-D3B7-E0E9-72E5EEDCE2B7'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910120000000000'~&~	~&~'B8F3BD34-DC0F-BEFA-C63C-24E425200B20'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910130000000000'~&~	~&~'60F1FC98-4090-2F75-3109-3AF31501BB6B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910140000000000'~&~	~&~'BDDFAB26-7E38-C6A5-13D2-FB9F7D98F400'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910150000000000'~&~	~&~'C1043ECE-719A-6C49-95ED-25FC86BB52E7'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910160000000000'~&~	~&~'1D1D130C-F855-FBCE-A1DD-B3FE9DD2961A'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910170000000000'~&~	~&~'7D8634C0-7927-84B0-676C-F97BA9BEC282'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910180000000000'~&~	~&~'10F40827-9DC4-F003-D83B-8F634AC089B2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910190000000000'~&~	~&~'EAB03A1A-B0ED-E3EC-D236-8C28A7ECF2D8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910200000000000'~&~	~&~'1E46353E-95A6-4666-8112-DD6C249613C2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910210000000000'~&~	~&~'21A84590-1BC1-F21B-CF19-8E5F6D604CF8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910220000000000'~&~	~&~'1F181B28-6966-9C87-7171-2BE1080DBCFF'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910230000000000'~&~	~&~'BD168E80-098E-B408-5A25-0189E7F4ED01'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910240000000000'~&~	~&~'E49222EA-96D8-A63A-339E-960DD4A89F3A'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910250000000000'~&~	~&~'20ED0E1A-CDB3-E50D-235F-642E775B1F51'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910260000000000'~&~	~&~'845018D2-D8E1-176E-2C5B-86BE3BA74FF5'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910270000000000'~&~	~&~'CDCB4FF0-C227-A00F-11C4-87981E239BF2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910280000000000'~&~	~&~'F96875E7-30AA-B93D-A945-D1CF6734F0C2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910290000000000'~&~	~&~'B1DE86B8-3258-5A7D-86F3-63A43F05DC5D'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910300000000000'~&~	~&~'C0563FDD-DC3B-037A-472E-6E66C23D2A55'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200910310000000000'~&~	~&~'EB86643D-FC7E-C05B-F629-77A6765A58BE'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'200911010000000000'~&~	~&~'5B2F0911-59C4-A4C4-268B-C13EC3F8EEAF'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911020000000000'~&~	~&~'13674B65-EC74-BC13-C2B5-22E056E7583F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911030000000000'~&~	~&~'223387F9-7A01-D912-82CD-4C0B51A1D172'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911040000000000'~&~	~&~'1BC69894-2212-663B-F0F9-6B074AB128CD'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911050000000000'~&~	~&~'60336624-924D-4687-38A9-61B1E11AA45B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911060000000000'~&~	~&~'2415C2F0-09CD-5CDC-99C6-4A053CFD7971'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911070000000000'~&~	~&~'0CF7EF81-8C47-684A-9C60-BF9E1B832A76'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911080000000000'~&~	~&~'0C831024-E095-4B0A-08CD-10851D4693F2'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911090000000000'~&~	~&~'46823561-0FDD-C373-913D-8362F6836C62'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911100000000000'~&~	~&~'C89BAC51-A908-50AA-B6BA-7E9E36BE64F4'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911110000000000'~&~	~&~'93CE7FCA-73EB-E5CE-3825-7C4DCF2F643D'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911120000000000'~&~	~&~'DAB05193-5C79-A0F8-807C-6E867EE23FD8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911130000000000'~&~	~&~'5FA6C437-A701-6078-DEB2-E65BF598D452'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911140000000000'~&~	~&~'75189742-87ED-1E88-A114-CD5CEAD65EB5'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911150000000000'~&~	~&~'4C6BF816-16A7-31B9-C832-FE9723984FD1'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911160000000000'~&~	~&~'79FF2D26-C316-E388-D4E8-C69050E2BFC7'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911170000000000'~&~	~&~'57A0F9F0-6909-FA2B-A983-D0803C9A7D25'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911180000000000'~&~	~&~'D96DE36D-6659-8A89-8F5D-55FA53E07885'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911190000000000'~&~	~&~'944475B9-02D7-6F7B-BF9A-391048C9B4F8'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911200000000000'~&~	~&~'9DEACFAF-B1AE-8FB3-4147-AAF488F6086A'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911210000000000'~&~	~&~'67683FFB-3EC0-DC8E-5110-DFDE651EF380'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911220000000000'~&~	~&~'0A4D557E-C66C-655A-2440-2982FBBBDF4B'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911230000000000'~&~	~&~'DFAF8CB8-EB00-072A-8226-323B2A696F3F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911240000000000'~&~	~&~'B8A98A3A-DE63-8702-FFAF-B7BE6C914508'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911250000000000'~&~	~&~'DC5351F1-AD2E-3730-559E-F23B9753C416'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911260000000000'~&~	~&~'995ED87F-E8FB-1FD0-EF6F-86884ECBDD6F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911270000000000'~&~	~&~'4AD553C0-B644-F9A3-FC92-49AB814AE87F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911280000000000'~&~	~&~'6CEF431E-D61F-C6B5-69A1-38BFBD9CD971'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911290000000000'~&~	~&~'FFBDA09D-8F0E-5936-33D7-5A4B4D47B5F0'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200911300000000000'~&~	~&~'99868EF7-8E10-C091-3FED-65C449FE3789'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'200912010000000000'~&~	~&~'8B6CA639-B943-DB46-3967-85EEB6DE485F'~&~	~&~'1'~&~	~&~'2010'~&~	~&~'06'~&~	~&~]RECORD
