HEADER[~&~	~&~UNIV_DT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~UNIV_FISCAL_PRD_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'201805120000000000'~&~	~&~'51b5295c-06a4-4a24-93bc-1ede803a3c5b'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805130000000000'~&~	~&~'ddf8c007-693c-44c0-83b1-799657059670'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805140000000000'~&~	~&~'76dca244-4309-425b-a198-e35d79cb6c8d'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805150000000000'~&~	~&~'f0241ae7-c918-4126-a444-80aef6c79226'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805160000000000'~&~	~&~'5e7faf1d-4d7b-47f1-8220-6cb2577a4bd6'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805170000000000'~&~	~&~'cab9f2a0-3e77-4a19-8ca1-e72cf1cbbc66'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805180000000000'~&~	~&~'8887c0af-6f4d-4def-b371-c798ccd71678'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805190000000000'~&~	~&~'2c865ecd-1a6e-4ed2-bfa6-b77913f65f08'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805200000000000'~&~	~&~'21aeddd4-6e8e-46fb-872e-e898036ef360'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805210000000000'~&~	~&~'ac8db4a2-71f4-4bd4-8947-7992c3fd46d8'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805220000000000'~&~	~&~'4c9ca1c1-208f-4fa9-adf8-f5c36b30feae'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805230000000000'~&~	~&~'47c6c113-6263-4514-8a4d-adff4acb9af9'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805240000000000'~&~	~&~'ab211bb2-ea4e-40e3-b99b-20d6493dd875'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805250000000000'~&~	~&~'2b0daed5-af51-47d0-b612-71503a4ba19e'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805260000000000'~&~	~&~'095c6f64-2717-4583-8684-b9ca263e781d'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805270000000000'~&~	~&~'bcf6dd39-bb51-417d-95ba-ba9dff5a082a'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805280000000000'~&~	~&~'11141ed5-92dd-4dc7-8892-0d1814e8e24b'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805290000000000'~&~	~&~'411d7367-7e78-44db-bd3b-25a7c3862d34'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805300000000000'~&~	~&~'65c4cbbd-f707-4e69-8161-1128f06de6c7'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201805310000000000'~&~	~&~'c9ada6dd-3cfb-40a5-944e-8f9750f4b5bc'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'201806010000000000'~&~	~&~'0ccc7c27-f321-40fb-afc4-5248793aac73'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806020000000000'~&~	~&~'ca0d002b-8f0e-49f9-97c0-2e8dd69511cb'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806030000000000'~&~	~&~'d55ab6ce-2a93-4f01-9a27-238a455f9170'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806040000000000'~&~	~&~'4b6a5205-90e9-42b7-8374-9bcb5fb9084c'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806050000000000'~&~	~&~'fd91a959-3edd-40db-bb16-969c4f194221'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806060000000000'~&~	~&~'e4a482b5-dd0e-415d-b40c-75f90ebcd789'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806070000000000'~&~	~&~'86450d39-a84b-4bf9-9439-df7f58664c2c'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806080000000000'~&~	~&~'83b80216-f701-47c8-82f8-4dba168ff44e'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806090000000000'~&~	~&~'48d0500c-c14d-44bd-b84c-ee19b7983110'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806100000000000'~&~	~&~'a8ec9322-28d5-44bd-80d9-ec78c0775e8f'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806110000000000'~&~	~&~'095dba9d-1c65-4484-8b77-db5fc8933a73'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806120000000000'~&~	~&~'7fb3828f-b518-4187-9d1a-5ac2a24cb23a'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806130000000000'~&~	~&~'95e37b44-b562-4147-a4c3-4b7389011c4f'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806140000000000'~&~	~&~'ac38ff74-571c-4aeb-bf3e-bdd14eed6048'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806150000000000'~&~	~&~'5fc9dc86-6ae9-4715-bdb0-47d88f114d4e'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806160000000000'~&~	~&~'d072ab1b-26d7-4199-8a47-166188a85187'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806170000000000'~&~	~&~'7b058c02-f0af-4a58-889e-5896bc02be3f'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806180000000000'~&~	~&~'49c4994e-f78c-4d98-83ed-0c01b43813bf'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806190000000000'~&~	~&~'0e67390a-7289-46c5-8b02-2ad664a4b743'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806200000000000'~&~	~&~'65e1a006-8ee1-453b-a5c6-7c46e97df8e3'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806210000000000'~&~	~&~'32683708-da54-44b3-aa71-e65dc7803b48'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806220000000000'~&~	~&~'9d2bc9f3-2b33-4792-ac90-603acb51937d'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806230000000000'~&~	~&~'bca3913f-ad02-49a0-ade3-39848551991f'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806240000000000'~&~	~&~'20b36b4c-dc97-4fc7-b97c-b3652db8da60'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806250000000000'~&~	~&~'1f37892c-57e9-4db8-802b-c9bdf01d3065'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806260000000000'~&~	~&~'b87afb37-3a69-4a88-9ebd-5c210fa7af02'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806270000000000'~&~	~&~'b2bc55f5-03f4-45a8-beb5-dadd0522d2a4'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806280000000000'~&~	~&~'3781701b-8d81-40cc-b22f-2073abed8fa5'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806290000000000'~&~	~&~'3a0c2441-338f-4692-a179-e9986c58d5c7'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201806300000000000'~&~	~&~'7e26ec61-6171-46df-844e-d463e9252dc8'~&~	~&~'1'~&~	~&~'2018'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'201807010000000000'~&~	~&~'1cecfb77-8b50-4b11-bf1f-db829ad53492'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807020000000000'~&~	~&~'3f3940e6-bcd5-4df3-8ba5-ff2b6783460d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807030000000000'~&~	~&~'4ff82c29-21d7-4bf7-a7d4-cafaf420782d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807040000000000'~&~	~&~'bc594e5c-cbab-4054-abea-914452a42f50'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807050000000000'~&~	~&~'8e6651ad-f6a8-4813-aa0d-6bc31f2028c0'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807060000000000'~&~	~&~'cb25c909-5166-494b-8376-468d182071bb'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807070000000000'~&~	~&~'c3843a46-fb5c-434b-8fc5-af3e44812cab'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807080000000000'~&~	~&~'be91d861-b7e4-49e4-9441-5118943b83ae'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807090000000000'~&~	~&~'2a47fab4-f06d-41b6-accf-d020ff82d449'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807100000000000'~&~	~&~'d0d1c1aa-3649-4817-95b7-28a3d097efa9'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807110000000000'~&~	~&~'145e225d-cb52-4f07-9fbe-9ca55214fbbe'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807120000000000'~&~	~&~'76f3c8bd-a1b6-4789-9a89-3799939fe70f'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807130000000000'~&~	~&~'65dedbf0-ccec-4b6e-afa4-bad5b8ac6a0b'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807140000000000'~&~	~&~'0ba6fc3e-9cd4-41cc-95d0-c843674c78de'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807150000000000'~&~	~&~'d30a9f1a-bd70-46ba-b483-d7f3b006f2c7'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807160000000000'~&~	~&~'2102d835-5584-4efc-8c83-dd8b93c0e899'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807170000000000'~&~	~&~'88cf01c3-ca9a-4889-8d7e-3021b27712b0'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807180000000000'~&~	~&~'b5052a2b-1b66-4dfb-a91b-21e10aba52b5'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807190000000000'~&~	~&~'0b83c82b-c78a-4b2e-a214-7edc620b3b6e'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807200000000000'~&~	~&~'7315629c-b6fc-4187-a65a-dfc934459faf'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807210000000000'~&~	~&~'1a07bdba-de79-4814-af85-7355045d64f3'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807220000000000'~&~	~&~'d9cb7deb-8090-4458-b55f-9d5ffb2185b6'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807230000000000'~&~	~&~'ce021798-f29b-4aac-ac91-d549da6d50d3'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807240000000000'~&~	~&~'c46f0899-fca6-41ba-bbc3-d5cf52cdc5e4'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807250000000000'~&~	~&~'1614554f-c1b3-4cfd-9458-9c268089466d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807260000000000'~&~	~&~'58918bfb-910e-4db0-9591-f29a6e354ef0'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807270000000000'~&~	~&~'c198bd87-0301-4c2a-a12d-3a9bf6aaa0d6'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807280000000000'~&~	~&~'cf5ea8f0-b78a-4653-a0e7-d3d7cad0588a'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807290000000000'~&~	~&~'1909d1a8-6f79-439f-8ee2-4d4ff0cfe8fb'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807300000000000'~&~	~&~'dfb87f46-1bfe-4c30-bfd8-105b62fcfe44'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201807310000000000'~&~	~&~'e3a55db6-11ef-44cf-abc2-8e877f4026f3'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'201808010000000000'~&~	~&~'9f6507ec-7123-414b-b925-41cf0a927544'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808020000000000'~&~	~&~'3b956d6e-3d3c-482e-a580-98a1b85d29f5'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808030000000000'~&~	~&~'1280b935-f29c-43e0-96ba-16ffafb56961'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808040000000000'~&~	~&~'44d72bda-2e4b-488f-9afd-e9a44d2c7333'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808050000000000'~&~	~&~'1b2a4544-8141-447f-ac1b-385df5bbffb4'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808060000000000'~&~	~&~'5b639389-795b-436d-99ce-c36002be921f'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808070000000000'~&~	~&~'690cddf1-c094-4ae0-a5a3-30bf84dfe444'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808080000000000'~&~	~&~'923fa2f9-9e66-4eee-afae-3583c761681c'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808090000000000'~&~	~&~'b7b0850a-dc79-4483-81d8-f4cb40b2dcb7'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808100000000000'~&~	~&~'384ba724-8a55-4dd9-909c-69bafd3b98ac'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808110000000000'~&~	~&~'a4998a9c-2d03-4bf7-b503-43ed230156a9'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808120000000000'~&~	~&~'31125125-165e-410d-9390-c026398e8413'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808130000000000'~&~	~&~'67810ecd-01de-4e0c-989c-004a1263699d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808140000000000'~&~	~&~'ea8a7932-7f93-4b32-aefa-be1dfe8e8423'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808150000000000'~&~	~&~'65462818-6d84-4526-8c1e-43bc0180053a'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808160000000000'~&~	~&~'da129b30-1585-4334-a595-f1fb7621d8b6'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808170000000000'~&~	~&~'cb384a42-3634-4ad4-b742-d44589428962'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808180000000000'~&~	~&~'229751ad-31dd-46ff-a202-953b7590d30d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808190000000000'~&~	~&~'b9553643-78a2-4561-8ccc-05543c62066b'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808200000000000'~&~	~&~'618bf1f2-e189-4f39-9b47-1cebe098ddf7'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808210000000000'~&~	~&~'07d2e506-26b2-433f-8613-7d6a2e176a08'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808220000000000'~&~	~&~'7bc8ce22-5eb8-4d37-8f14-892678deeec3'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808230000000000'~&~	~&~'a339a5de-1e3c-44ff-abfe-d9b8602f4821'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808240000000000'~&~	~&~'a721a875-37a3-40d5-bc91-bc81275ebee4'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808250000000000'~&~	~&~'a097772b-5424-4750-9002-353c66c4d477'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808260000000000'~&~	~&~'4f612bd6-e8e9-4ea3-bf63-e1eb32c24676'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808270000000000'~&~	~&~'12db227b-4349-40c4-ae1d-d846188d9533'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808280000000000'~&~	~&~'3fc4d3ca-54cc-4d25-b042-978ef8ea4fec'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808290000000000'~&~	~&~'7c6ea419-8d14-41f3-8526-8e52437d979a'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808300000000000'~&~	~&~'dc6a987b-b62f-4e75-bb09-ed9334af8cf6'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201808310000000000'~&~	~&~'244167d1-66c0-4792-85c4-5c29b06f4d56'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'201809010000000000'~&~	~&~'5e50206d-d186-481e-ad7a-10ca7757fc17'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809020000000000'~&~	~&~'e3b7e599-4871-4884-866f-4140dd182310'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809030000000000'~&~	~&~'169c0d97-141c-43fa-adc3-151542316af6'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809040000000000'~&~	~&~'ab0852a9-6fd6-465b-9558-ff40eb4f9cc9'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809050000000000'~&~	~&~'809001ec-8621-4252-87bf-43a465f6d751'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809060000000000'~&~	~&~'1b9d5167-af31-41ae-be99-46c2b8770eee'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809070000000000'~&~	~&~'1c3e0119-b5ae-411f-b888-c020e35d0df1'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809080000000000'~&~	~&~'677eef2e-5df7-4b4c-960f-6fa10ad2f031'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809090000000000'~&~	~&~'3a245e59-6f2c-4832-8399-b6dfeeea87f8'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809100000000000'~&~	~&~'55db8a2c-3ae0-4176-8728-3a43ce36f435'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809110000000000'~&~	~&~'ac94e407-b911-497c-9e9e-664d555a5384'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809120000000000'~&~	~&~'f56c33fa-af1e-41e4-8f2f-33eb1893300b'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809130000000000'~&~	~&~'b798b2c1-9033-4c1b-83ac-9333dc6ac423'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809140000000000'~&~	~&~'2665bc41-8be7-48b2-b846-30be1c5a854a'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809150000000000'~&~	~&~'4310936e-2216-45a3-b6d3-4f8e4f5a692a'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809160000000000'~&~	~&~'75c21809-5e11-433f-bcc0-590c8c15a164'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809170000000000'~&~	~&~'0837d476-e94c-45aa-ad6b-59ba64f8ff50'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809180000000000'~&~	~&~'bffad12d-4460-4194-bb71-ebb995a8c729'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809190000000000'~&~	~&~'aa20fe5d-ebd6-4ce6-8365-1eadcdb0d64d'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809200000000000'~&~	~&~'449fa995-22b4-457b-af36-392b86dbf284'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809210000000000'~&~	~&~'d7995ee5-f634-4371-b997-6aeee4238f2b'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809220000000000'~&~	~&~'25751fdc-b612-40d5-8bde-c78169a830cf'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809230000000000'~&~	~&~'0d305396-3936-414d-8e29-62b5563466c2'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809240000000000'~&~	~&~'5a3c614d-c9cd-4802-8ce7-604485b1f6a1'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809250000000000'~&~	~&~'faedef77-bd46-40bf-ba6b-1a0cfb7618ba'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809260000000000'~&~	~&~'7f64006b-b6b3-4de7-aff1-dc5383dc6e86'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809270000000000'~&~	~&~'65ce9f20-f0b5-4b5a-8ecb-2ac87ae323f3'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'201809280000000000'~&~	~&~'e54e4053-c16f-45d8-b2af-a1b4338207ce'~&~	~&~'1'~&~	~&~'2019'~&~	~&~'03'~&~	~&~]RECORD
