HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_SUB_OBJ_CD_NM::VARCHAR~&~	~&~FIN_SUBOBJ_SHRT_NM::VARCHAR~&~	~&~FIN_SUBOBJ_ACTV_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'1096'~&~	~&~'WVR'~&~	~&~'573E63DF-D427-09BF-14F5-F8136A3B21E9'~&~	~&~'2'~&~	~&~'STUDENT ACTIVITY FEE WAIVER'~&~	~&~'STU ACT WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'5199'~&~	~&~'000'~&~	~&~'5A7CA022-AADB-7B02-F86A-FA890C43F06C'~&~	~&~'2'~&~	~&~'ACT FEE TRANSFER'~&~	~&~'ACT FEE TRAN'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'7900'~&~	~&~'000'~&~	~&~'3C1830D5-0DD2-581E-9445-4B5D3561A392'~&~	~&~'2'~&~	~&~'UNALLOCATED'~&~	~&~'UNALLOCATED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'8160'~&~	~&~'07'~&~	~&~'40BD844F-76A8-5461-14A1-585333E1F7F4'~&~	~&~'2'~&~	~&~'SUM I BURSAR AR'~&~	~&~'SUM I AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'8160'~&~	~&~'08'~&~	~&~'48A3A69D-F6D4-378A-9925-FCE0C46DEBBC'~&~	~&~'2'~&~	~&~'FALL BURSAR AR'~&~	~&~'FALL AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'8160'~&~	~&~'09'~&~	~&~'75C3E14D-58EE-340D-2C23-F0C25F75B508'~&~	~&~'2'~&~	~&~'SPRING BURSAR AR'~&~	~&~'SPRING AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'8160'~&~	~&~'10'~&~	~&~'0CDAEE9B-7246-A004-1F85-8E09B3BA3FC4'~&~	~&~'2'~&~	~&~'SUM II BURSAR AR'~&~	~&~'SUM II AR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'07'~&~	~&~'F292AE26-AC1B-4D64-F2FC-D004512D8E56'~&~	~&~'2'~&~	~&~'SUM I DEF REV'~&~	~&~'SUM I DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'08'~&~	~&~'5C76F57D-DF70-48CF-A322-D67B145B5E1D'~&~	~&~'2'~&~	~&~'FALL DEF REV'~&~	~&~'FALL DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'09'~&~	~&~'0B5FEB37-1570-7CA3-19E1-A2A6FBC9EF79'~&~	~&~'2'~&~	~&~'SPRING DEF REV'~&~	~&~'SPRING DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9465'~&~	~&~'10'~&~	~&~'1D8696A6-6A1C-EE4A-1808-48CEA2F799D0'~&~	~&~'2'~&~	~&~'SUM II DEF REV'~&~	~&~'SUM II DF RV'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367520'~&~	~&~'9900'~&~	~&~'000'~&~	~&~'A6FE14AE-C769-E6BF-1A53-6BE7D5E2ED10'~&~	~&~'2'~&~	~&~'ACT FEE TRANSFER'~&~	~&~'ACT FEE TRAN'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'MCF'~&~	~&~'DDB4FC6D-328F-4391-C590-96502884CD6F'~&~	~&~'2'~&~	~&~'MCFARLING'~&~	~&~'Mcfarling'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'MEJ'~&~	~&~'E75CE67E-9982-7A11-CD00-0909C2ABDB6C'~&~	~&~'2'~&~	~&~'MEIJER'~&~	~&~'MEIJER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'RED'~&~	~&~'EFB74D7C-FDEF-6778-A891-8D614EAF7332'~&~	~&~'2'~&~	~&~'REID HOSPITAL'~&~	~&~'REID'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2367526'~&~	~&~'4900'~&~	~&~'VAL'~&~	~&~'28AD09CA-75F1-C79F-DA4C-4622CB95772E'~&~	~&~'2'~&~	~&~'VALLEY SERVICES'~&~	~&~'VALLEY'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2868101'~&~	~&~'9915'~&~	~&~'PRS'~&~	~&~'EAE844CA-74F9-EDDB-62CF-CEFCC5005D08'~&~	~&~'2'~&~	~&~'FEMP PRES. MATCH'~&~	~&~'FEMPPRESMTCH'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'2868101'~&~	~&~'9915'~&~	~&~'SCH'~&~	~&~'1C032CA1-D909-3D98-9F05-72BA5CA61A6E'~&~	~&~'2'~&~	~&~'FEMP CAMPUS MATCH'~&~	~&~'FEMPCMPSMTCH'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6067000'~&~	~&~'8300'~&~	~&~'INV'~&~	~&~'DA9219C2-29E9-75AF-86B2-419DF298E3E1'~&~	~&~'2'~&~	~&~'IU INV NOT PURCH'~&~	~&~'Inv Not Purc'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'1464'~&~	~&~'WVR'~&~	~&~'195A4036-8DB4-FADC-8F2C-037EE34C0B14'~&~	~&~'2'~&~	~&~'PARKING PERMIT FEE WAIVER'~&~	~&~'PARK FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'5199'~&~	~&~'071'~&~	~&~'397C59E7-F0CD-6B63-227E-FCA16CA04755'~&~	~&~'2'~&~	~&~'INT DEBT SERV'~&~	~&~'INT DEBT SER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6067100'~&~	~&~'9900'~&~	~&~'071'~&~	~&~'22CA8D26-1B16-D89A-96C2-5A837461968A'~&~	~&~'2'~&~	~&~'INT DEBT SERV'~&~	~&~'INT DEBT SER'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'1500'~&~	~&~'CPY'~&~	~&~'A97434FD-5D45-944A-4387-9FE1E6CD916E'~&~	~&~'2'~&~	~&~'COPY MACHINE SALES'~&~	~&~'Copy'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'1500'~&~	~&~'PRT'~&~	~&~'871E83BB-8FE7-B758-46D5-8DDA83B48B6B'~&~	~&~'2'~&~	~&~'PRINTER SALES'~&~	~&~'Print'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4115'~&~	~&~'STF'~&~	~&~'68ADA908-5529-D9BF-E42A-DF8A849B3A2F'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4115'~&~	~&~'STU'~&~	~&~'528C64FA-14F9-037D-F5E9-99EFA4DBEF65'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4690'~&~	~&~'STF'~&~	~&~'A17D5092-987B-A46F-8C15-AD57E7D735A3'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'4690'~&~	~&~'STU'~&~	~&~'A80F7074-28E3-E0BC-92C9-8B68549CEA64'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'5215'~&~	~&~'STF'~&~	~&~'B7C6FF1C-CA6D-BC8F-180F-A2F3D96A638A'~&~	~&~'2'~&~	~&~'STAFF'~&~	~&~'Staff'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6669400'~&~	~&~'5215'~&~	~&~'STU'~&~	~&~'9136629F-41AC-AC4A-F3D5-B6F684D68AEE'~&~	~&~'2'~&~	~&~'STUDENT'~&~	~&~'Student'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0703'~&~	~&~'WVR'~&~	~&~'C69B8A77-2EB0-EA27-00D1-F4A7A82B0F5D'~&~	~&~'2'~&~	~&~'PRIOR YEAR FEES-WVR'~&~	~&~'PRI YR F-WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0787'~&~	~&~'WVR'~&~	~&~'47CE9162-2372-F846-8F0B-2624FFA40129'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0887'~&~	~&~'WVR'~&~	~&~'FF16235D-CFAC-CBD2-6EE6-DFF9328E99B9'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'6868451'~&~	~&~'0987'~&~	~&~'WVR'~&~	~&~'FDC3B8B7-62A7-6C31-4DBD-E9EAB5D39DF4'~&~	~&~'2'~&~	~&~'TECHNOLOGY FEE WAIVER'~&~	~&~'TECH FEE WVR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'ASV'~&~	~&~'4E40B4DE-8DDD-518B-F577-99EA427D321F'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'FEE'~&~	~&~'A081E558-B0AC-E096-21F3-31D9B2BAE5E4'~&~	~&~'2'~&~	~&~'ARCHITECT FEES'~&~	~&~'archt'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067011'~&~	~&~'7303'~&~	~&~'REM'~&~	~&~'DA6C7B7C-CA0F-E3C0-58E1-6FEAC9E995B3'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'4520'~&~	~&~'ASV'~&~	~&~'2B02C02F-359A-A010-2BF7-8C074FBABBD1'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'4520'~&~	~&~'REM'~&~	~&~'8ED1DEA7-D416-4AA0-97FE-E6E4E3E4681A'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067017'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'69FD7B8F-55A7-54C1-5420-770D57DDC6E1'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'A95FC41F-14C0-241C-C2F3-524E055D29EC'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'Add't Srvcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'D2BD78E1-44FF-7040-F825-CA80FAF92BF8'~&~	~&~'2'~&~	~&~'ARCHITECTURAL'~&~	~&~'Arch fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067018'~&~	~&~'7301'~&~	~&~'REM'~&~	~&~'81690D9E-0630-639D-B74E-7752AE23E6A6'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'Reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'ASV'~&~	~&~'DCEC2870-A341-E80E-5298-DD3E632BC0E1'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICES'~&~	~&~'Add't svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'FEE'~&~	~&~'BE1C98A1-D218-B49E-A9D4-2EC79CABB02A'~&~	~&~'2'~&~	~&~'ARCHITECTURUAL'~&~	~&~'arch fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7301'~&~	~&~'REM'~&~	~&~'2A15F472-B72C-31CA-020E-D1375F805F94'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'ASV'~&~	~&~'07DCC7FF-6E18-FBE9-959E-3B37E9B80551'~&~	~&~'2'~&~	~&~'ADDITIONAL SERVICE'~&~	~&~'Add't Svcs'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'FEE'~&~	~&~'85795CF3-7BA9-1F37-2DB2-D525A4E09615'~&~	~&~'2'~&~	~&~'ARCHITECTURAL'~&~	~&~'Arch Fees'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9067019'~&~	~&~'7468'~&~	~&~'REM'~&~	~&~'7A1D9230-FB71-457E-C9AD-72E7F9015663'~&~	~&~'2'~&~	~&~'REIMBURSABLES'~&~	~&~'Reimb'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9269401'~&~	~&~'9940'~&~	~&~'LCF'~&~	~&~'07E75F78-B16A-AB3E-30B2-9B5B1BF3C259'~&~	~&~'2'~&~	~&~'LIFE CYCLE FUNDING'~&~	~&~'LIFECYCLE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'EA'~&~	~&~'9769390'~&~	~&~'7900'~&~	~&~'000'~&~	~&~'9458E8AF-85E6-2595-FD2C-5D3EFAAA27BB'~&~	~&~'2'~&~	~&~'UNALLOCATED'~&~	~&~'UNALLOCATED'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1466'~&~	~&~'001'~&~	~&~'01D3568D-A0E6-DC3B-DD68-BB6B5A96917E'~&~	~&~'2'~&~	~&~'employee parking decal'~&~	~&~'employ park'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RE'~&~	~&~'988FF1B9-E93A-6F3B-2125-F55D8696CEDD'~&~	~&~'2'~&~	~&~'REGISTER ERROR'~&~	~&~'REGISTER ERR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1598'~&~	~&~'RV'~&~	~&~'CBA85E86-C9D1-A509-769D-CF5F9E28A2AF'~&~	~&~'2'~&~	~&~'REVERSE TRANSACTIONS'~&~	~&~'REVERSETRANS'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'BLT'~&~	~&~'0E1281F9-C734-13CB-AC12-EB7040FBFDF5'~&~	~&~'2'~&~	~&~'BROOKE TODD CASH DRAWER'~&~	~&~'BLT CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'D'~&~	~&~'5B720803-6FFC-E5F0-1E28-13FEEA3AC960'~&~	~&~'2'~&~	~&~'RSP D PERMIT'~&~	~&~'RSP D Permit'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'DLK'~&~	~&~'622C280A-27B3-79D2-8E61-27892E60A13F'~&~	~&~'2'~&~	~&~'DANIELLE KEENE CASH DRAWER'~&~	~&~'DLK CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'JLS'~&~	~&~'D7EEE4FD-10C6-F0A2-EB4E-DB7BC9E3D4D9'~&~	~&~'2'~&~	~&~'JENNIFER SMITH CASH DRAWER'~&~	~&~'JLS CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KAB'~&~	~&~'A6E453BA-6DD1-73C9-C96D-64BB8E872587'~&~	~&~'2'~&~	~&~'KRISTEN BRAWTHEN CASH DRAWER'~&~	~&~'KAB CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KJT'~&~	~&~'27335534-E5E6-9C40-D0CE-FC856049C98F'~&~	~&~'2'~&~	~&~'KAMI TAYLOR CASH DRAWER'~&~	~&~'KJT CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'KSR'~&~	~&~'0B5C1EBC-9983-1522-76A4-29F6C2DE86F0'~&~	~&~'2'~&~	~&~'KAREN RUCKREIGAL CASH DRAWER'~&~	~&~'KSR CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCC'~&~	~&~'530E5389-6872-AC3A-4FD6-6EC921B6E68B'~&~	~&~'2'~&~	~&~'LINDA COLEMAN CASH DRAWER'~&~	~&~'LCC CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LCD'~&~	~&~'7D843C6C-14EF-34BC-2CC3-B812D7740E38'~&~	~&~'2'~&~	~&~'LINDA DAVIS CASH DRAWER'~&~	~&~'LCD CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'LLB'~&~	~&~'95EC4D87-E81B-FDB8-61AD-24E192C8FC24'~&~	~&~'2'~&~	~&~'LORI BEASLEY CASH DRAWER'~&~	~&~'LLB CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'MAG'~&~	~&~'8BEA731D-FE8B-FC0B-76C1-50DFCDFDAF47'~&~	~&~'2'~&~	~&~'MELISSA GRAY CASH DRAWER'~&~	~&~'MAG CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'SAA'~&~	~&~'A6AD1EDE-EABA-EBE7-E6B7-B9F62445197A'~&~	~&~'2'~&~	~&~'SHARON ALLGOOD CASH DRAWER'~&~	~&~'SAA Cash DRW'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'1599'~&~	~&~'VOK'~&~	~&~'E867F4BF-0AA4-561F-907D-7C60A9F036B9'~&~	~&~'2'~&~	~&~'VELVEETA KNOX CASH DRAWER'~&~	~&~'VOK CASH DWR'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'POL'~&~	~&~'F15CC0A9-5763-0BF3-07E7-89BD0A4754A1'~&~	~&~'2'~&~	~&~'POOLED BENEFITS'~&~	~&~'POOL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'4008'~&~	~&~'TAX'~&~	~&~'EFE6F112-30D6-A73D-49FF-502AB4C98339'~&~	~&~'2'~&~	~&~'UNIVERSITY ADMIN CHARGE'~&~	~&~'ADM CRG'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6000'~&~	~&~'DIR'~&~	~&~'A17CF55C-B632-E980-7343-F6E46A9DC361'~&~	~&~'2'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir Trav'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'BTE'~&~	~&~'23837245-1029-287B-BE4C-41396172B8F9'~&~	~&~'2'~&~	~&~'B TYLER EASTON'S TRAVEL EXPENSES'~&~	~&~'BTE TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'CLL'~&~	~&~'268526A3-1278-E605-57BD-2C213EEDA5DC'~&~	~&~'2'~&~	~&~'CAROL LEWIS' TRAVEL EXPENSES'~&~	~&~'CLL TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'DIR'~&~	~&~'5838E50F-FE36-A11A-EDED-2196B74720D1'~&~	~&~'2'~&~	~&~'EXECUTIVE DIRECTOR'S TRAVEL'~&~	~&~'Exc Dir OSt'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAA'~&~	~&~'D2D363CF-42C6-BFFC-1E21-E116D3793CC4'~&~	~&~'2'~&~	~&~'JAMES ARTHUR TRAVEL EXPENSES'~&~	~&~'JAA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JAF'~&~	~&~'38581D9C-4593-2D90-D70E-EDC5AB8DBB2A'~&~	~&~'2'~&~	~&~'JULIE FLAHERTY'S TRAVEL'~&~	~&~'JAF TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'JDP'~&~	~&~'EDF6BEA6-3710-CB02-8241-F35B9650F63E'~&~	~&~'2'~&~	~&~'J. DOUGLAS PORTER'S TRAVEL'~&~	~&~'JDP TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KJM'~&~	~&~'23200BA0-4BC1-138A-D81D-4015076B7E37'~&~	~&~'2'~&~	~&~'KYLE MARTINDALE'S TRAVEL'~&~	~&~'KJM TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'KSR'~&~	~&~'8BB9D182-D439-1BA3-1A12-771029D1FACC'~&~	~&~'2'~&~	~&~'KAREN RUCKRIEGEL'S TRAVEL EXPENSES'~&~	~&~'KSR TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'6100'~&~	~&~'RPA'~&~	~&~'B64BBB38-7F6A-7F46-E554-4568199454AF'~&~	~&~'2'~&~	~&~'R ABRAHAM'S TRAVEL EXPENSES'~&~	~&~'RPA TRAVEL'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2012'~&~	~&~'BA'~&~	~&~'6044900'~&~	~&~'8117'~&~	~&~'CC'~&~	~&~'4B1AD907-91A7-C925-ABC1-C3B4E97976F3'~&~	~&~'2'~&~	~&~'AR CREDIT CARD'~&~	~&~'ARCC'~&~	~&~'Y'~&~	~&~]RECORD
