HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_50_CENT_AMT::DECIMAL~&~	~&~FDOC_25_CENT_AMT::DECIMAL~&~	~&~FDOC_10_CENT_AMT::DECIMAL~&~	~&~FDOC_5_CENT_AMT::DECIMAL~&~	~&~FDOC_1_CENT_AMT::DECIMAL~&~	~&~FDOC_OTHR_CENT_AMT::DECIMAL~&~	~&~FDOC_100_CENT_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'TD4274704'~&~	~&~'CR'~&~	~&~'14034DEF1C174D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'10.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TE8290004'~&~	~&~'CD'~&~	~&~'14034DEF1CF04D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TE8290004'~&~	~&~'CR'~&~	~&~'14034DEF1CF14D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TH2619404'~&~	~&~'CD'~&~	~&~'14034DEF1A0F4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TH2619404'~&~	~&~'CR'~&~	~&~'14034DEF1A104D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TH3301704'~&~	~&~'CD'~&~	~&~'14034DEF19FD4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TH3301704'~&~	~&~'CR'~&~	~&~'14034DEF19FE4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'0.10'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TI5203004'~&~	~&~'CD'~&~	~&~'14034DEF19C14D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TI5203004'~&~	~&~'CR'~&~	~&~'14034DEF19C24D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ0391204'~&~	~&~'CD'~&~	~&~'14034DEF196D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ0391204'~&~	~&~'CR'~&~	~&~'14034DEF196E4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ2734204'~&~	~&~'CD'~&~	~&~'14034DEF1E274D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'6.75'~&~	~&~'1.70'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ2734204'~&~	~&~'CR'~&~	~&~'14034DEF1E284D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'6.75'~&~	~&~'1.70'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ4949104'~&~	~&~'CD'~&~	~&~'14034DEF19994D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ4949104'~&~	~&~'CR'~&~	~&~'14034DEF199A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ7029104'~&~	~&~'CD'~&~	~&~'14034DEF1F324D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TJ7029104'~&~	~&~'CR'~&~	~&~'14034DEF1F334D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TL4907204'~&~	~&~'CD'~&~	~&~'14034DEF1C1C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'22.25'~&~	~&~'1.00'~&~	~&~'0.15'~&~	~&~'0.09'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TL4907204'~&~	~&~'CR'~&~	~&~'14034DEF1C1D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'22.25'~&~	~&~'1.00'~&~	~&~'0.15'~&~	~&~'0.09'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TL6214504'~&~	~&~'CD'~&~	~&~'14034DEF1E3F4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TL6214504'~&~	~&~'CR'~&~	~&~'14034DEF1E404D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TL9092104'~&~	~&~'CD'~&~	~&~'14034DEF196B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TL9092104'~&~	~&~'CR'~&~	~&~'14034DEF196C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TO3084204'~&~	~&~'CD'~&~	~&~'14034DEF18824D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TO3084204'~&~	~&~'CR'~&~	~&~'14034DEF18834D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TP5411704'~&~	~&~'CD'~&~	~&~'14034DEF1D784D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TP5411704'~&~	~&~'CR'~&~	~&~'14034DEF1D794D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TP9357204'~&~	~&~'CD'~&~	~&~'14034DEF1D264D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.60'~&~	~&~'0.25'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TP9357204'~&~	~&~'CR'~&~	~&~'14034DEF1D274D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.60'~&~	~&~'0.25'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TQ2786204'~&~	~&~'CD'~&~	~&~'14034DEF1E294D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TQ2786204'~&~	~&~'CR'~&~	~&~'14034DEF1E2A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.50'~&~	~&~NULL~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TR3826804'~&~	~&~'CD'~&~	~&~'14034DEF1F094D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TR3826804'~&~	~&~'CR'~&~	~&~'14034DEF1F0A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TS0283804'~&~	~&~'CD'~&~	~&~'14034DEF17314D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TS0283804'~&~	~&~'CR'~&~	~&~'14034DEF17324D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TS9116804'~&~	~&~'CD'~&~	~&~'14034DEF18F84D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TS9116804'~&~	~&~'CR'~&~	~&~'14034DEF18F94D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TT3042404'~&~	~&~'CD'~&~	~&~'14034DEF1A134D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.70'~&~	~&~'0.05'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TT3042404'~&~	~&~'CR'~&~	~&~'14034DEF1A144D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'0.70'~&~	~&~'0.05'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TT3352304'~&~	~&~'CD'~&~	~&~'14034DEF1ADA4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TT3352304'~&~	~&~'CR'~&~	~&~'14034DEF1ADB4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TV2421604'~&~	~&~'CD'~&~	~&~'14034DEF1D524D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.10'~&~	~&~'0.10'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TV2421604'~&~	~&~'CR'~&~	~&~'14034DEF1D534D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.10'~&~	~&~'0.10'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TV8673904'~&~	~&~'CD'~&~	~&~'14034DEF1F654D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TV8673904'~&~	~&~'CR'~&~	~&~'14034DEF1F664D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TV9539804'~&~	~&~'CD'~&~	~&~'14034DEF1C444D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TV9539804'~&~	~&~'CR'~&~	~&~'14034DEF1C454D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5264504'~&~	~&~'CD'~&~	~&~'14034DEF1E594D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5264504'~&~	~&~'CR'~&~	~&~'14034DEF1E5A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5580404'~&~	~&~'CD'~&~	~&~'14034DEF1F554D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5580404'~&~	~&~'CR'~&~	~&~'14034DEF1F564D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5972004'~&~	~&~'CD'~&~	~&~'14034DEF1A794D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TW5972004'~&~	~&~'CR'~&~	~&~'14034DEF1A7A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TX6505704'~&~	~&~'CD'~&~	~&~'14034DEF17504D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TX6505704'~&~	~&~'CR'~&~	~&~'14034DEF17514D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TY5401204'~&~	~&~'CD'~&~	~&~'14034DEF1F9C4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'1.20'~&~	~&~'0.40'~&~	~&~'0.15'~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TY5401204'~&~	~&~'CR'~&~	~&~'14034DEF1F9D4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'2.25'~&~	~&~'1.20'~&~	~&~'0.40'~&~	~&~'0.15'~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TZ4587404'~&~	~&~'CD'~&~	~&~'14034DEF177A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TZ4587404'~&~	~&~'CR'~&~	~&~'14034DEF177B4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'TZ6652804'~&~	~&~'CD'~&~	~&~'14034DEF1A574D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'TZ6652804'~&~	~&~'CR'~&~	~&~'14034DEF1A584D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UB9871104'~&~	~&~'CD'~&~	~&~'14034DEF1ACE4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.00'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UB9871104'~&~	~&~'CR'~&~	~&~'14034DEF1ACF4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC2625604'~&~	~&~'CD'~&~	~&~'14034DEF1A234D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.00'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC2625604'~&~	~&~'CR'~&~	~&~'14034DEF1A244D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC5402304'~&~	~&~'CD'~&~	~&~'14034DEF1ED74D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC5402304'~&~	~&~'CR'~&~	~&~'14034DEF1ED84D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.50'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UC7386904'~&~	~&~'CD'~&~	~&~'14034DEF1F194D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UC7386904'~&~	~&~'CR'~&~	~&~'14034DEF1F1A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UD8704804'~&~	~&~'CD'~&~	~&~'14034DEF1D684D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UD8704804'~&~	~&~'CR'~&~	~&~'14034DEF1D694D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UF9080204'~&~	~&~'CD'~&~	~&~'14034DEF1AA74D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~'1.10'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UF9080204'~&~	~&~'CR'~&~	~&~'14034DEF1AA84D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~'1.10'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UH0854904'~&~	~&~'CD'~&~	~&~'14034DEF1E494D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UH0854904'~&~	~&~'CR'~&~	~&~'14034DEF1E4A4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UH6216104'~&~	~&~'CD'~&~	~&~'14034DEF1BF14D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UH6216104'~&~	~&~'CR'~&~	~&~'14034DEF1BF24D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'1.75'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4914404'~&~	~&~'CD'~&~	~&~'14034DEF1B3E4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4914404'~&~	~&~'CR'~&~	~&~'14034DEF1B3F4D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4947704'~&~	~&~'CD'~&~	~&~'14034DEF19974D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'UI4947704'~&~	~&~'CR'~&~	~&~'14034DEF19984D8CE043814FD8814D8C'~&~	~&~'1'~&~	~&~NULL~&~	~&~'0.25'~&~	~&~'0.20'~&~	~&~'0.05'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
