HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_LEVEL_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_OBJ_LEVEL_NM::VARCHAR~&~	~&~FIN_OBJLVL_SHRT_NM::VARCHAR~&~	~&~FIN_CONS_OBJ_CD::VARCHAR~&~	~&~FIN_OBJLVL_ACTV_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'IN'~&~	~&~'ICOR'~&~	~&~'014FEE34CD389BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'IDIN'~&~	~&~'Y'~&~	~&~'EA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INS1'~&~	~&~'014FEE34CD399BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 1'~&~	~&~'INSTRUC SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INS2'~&~	~&~'014FEE34CD3A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL SUMMR 2'~&~	~&~'INSTRUC SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INSF'~&~	~&~'014FEE34CD3B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-FALL'~&~	~&~'INSTRUC FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INSS'~&~	~&~'014FEE34CD3C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STU.FEES INSTRUCTIONAL-SPRING'~&~	~&~'INSTR SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INV'~&~	~&~'014FEE34CD3D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVENTORY'~&~	~&~'INVENTORY'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INVA'~&~	~&~'014FEE34CD3E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'INVR'~&~	~&~'014FEE34CD3F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INVESTMENTS'~&~	~&~'INVEST'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'NC'~&~	~&~'014FEE34CD409BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NON-CAPITAL EQUIPMENT'~&~	~&~'NON-CAPITAL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'NORE'~&~	~&~'014FEE34CD419BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES RECEIVABLE'~&~	~&~'NOTES REC'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'NOTP'~&~	~&~'014FEE34CD429BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'NOTES PAYABLE'~&~	~&~'NOTES PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OASS'~&~	~&~'014FEE34CD439BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER'~&~	~&~'OTHER ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OEXP'~&~	~&~'014FEE34CD449BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SPECIFIC OPERATING EXPENSE'~&~	~&~'OTHER EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OLIA'~&~	~&~'014FEE34CD459BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LIABILITIES'~&~	~&~'OTHER LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTH1'~&~	~&~'014FEE34CD469BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 1'~&~	~&~'OTHER SUM1'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTH2'~&~	~&~'014FEE34CD479BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES-OTHER SUMMER 2'~&~	~&~'OTHER SUM2'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTHF'~&~	~&~'014FEE34CD489BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER-FALL'~&~	~&~'OTHER FALL'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'BP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTHL'~&~	~&~'014FEE34CF769BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER LONG-TERM LIAB'~&~	~&~'OTH LT LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'OL'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTHR'~&~	~&~'014FEE34CD499BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTHER REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'OTHS'~&~	~&~'014FEE34CD4A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES OTHER -SPRING'~&~	~&~'OTHER SPRING'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'PART'~&~	~&~'014FEE34CD4B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PART-TIME INSTRUCTION - NON STUDENT'~&~	~&~'P-T INSTRUCT'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'PHON'~&~	~&~'014FEE34CD4C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TELEPHONE & POSTAGE'~&~	~&~'TELE POST'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'PLNT'~&~	~&~'014FEE34CD4D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PLANT'~&~	~&~'PLANT'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'PP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'PRIN'~&~	~&~'014FEE34CD4E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PRINTING AND DUPLICATING'~&~	~&~'PRINT DUPL'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'PRSA'~&~	~&~'014FEE34CD4F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PROFESSIONAL SALARIES'~&~	~&~'PROF SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'R&M'~&~	~&~'014FEE34CD509BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'REPAIRS AND MAINTENANCE'~&~	~&~'REPAIR MAINT'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'RENT'~&~	~&~'014FEE34CD519BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RENTS AND NON-CAPITAL LEASES'~&~	~&~'RENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'RESA'~&~	~&~'014FEE34CD529BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'PURCHASES FOR RESALE'~&~	~&~'RESALE'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'RESV'~&~	~&~'014FEE34CD539BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'RSRX'~&~	~&~'Y'~&~	~&~'NA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'S&E'~&~	~&~'014FEE34CD549BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLIES AND GENERAL EXPENSE'~&~	~&~'S&E'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SAAC'~&~	~&~'014FEE34CD559BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALARY ACCRUAL EXPENSES'~&~	~&~'SAL ACCRUAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SAAP'~&~	~&~'014FEE34CD569BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT ACADEMIC APPOINTEES'~&~	~&~'STUDENT ACAD'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SASV'~&~	~&~'014FEE34CD579BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SALES AND SERVICES'~&~	~&~'SALESSERV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SERV'~&~	~&~'014FEE34CD589BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'OTHER SERVICES'~&~	~&~'OTHER SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KF'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SINV'~&~	~&~'014FEE34CF659BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SHORT-TERM INVESTMENTS'~&~	~&~'S-T INVEST'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'ST'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'STAP'~&~	~&~'014FEE34CD599BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'SAPR'~&~	~&~'Y'~&~	~&~'CK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'STUF'~&~	~&~'014FEE34CD5A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'SUPL'~&~	~&~'014FEE34CD5B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'SUPPLEMENTAL PAYS'~&~	~&~'SUPPLMNT PAY'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GA'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TAX'~&~	~&~'014FEE34CD5C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES'~&~	~&~'TAXES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TAXP'~&~	~&~'014FEE34CD5D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TAXES PAYABLE'~&~	~&~'TAX PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TRAN'~&~	~&~'014FEE34CD5E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'SP'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TRAV'~&~	~&~'014FEE34CD5F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'TRVL'~&~	~&~'Y'~&~	~&~'MK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TREX'~&~	~&~'014FEE34CF9A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 5199 EXP'~&~	~&~'TRSF-EXPENSE'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DZ'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TRFE'~&~	~&~'014FEE34CD609BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'TFEX'~&~	~&~'N'~&~	~&~'MV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TRFI'~&~	~&~'014FEE34CD619BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'TFIN'~&~	~&~'N'~&~	~&~'EK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'TRIN'~&~	~&~'014FEE34CD629BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'TRANSFER - 1699 INC'~&~	~&~'TRNSF-INCOME'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DV'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'UTIL'~&~	~&~'014FEE34CD639BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ENERGY AND UTILITIES'~&~	~&~'UTILITIES'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HK'~&~	~&~]RECORD
RECORD[~&~	~&~'IN'~&~	~&~'VADJ'~&~	~&~'014FEE34CD649BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'VALUATIONS AND ADJUSTMENTS'~&~	~&~'VAL AND ADJ'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ACLI'~&~	~&~'014FEE34CD659BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED LIABILITIES'~&~	~&~'ACCR LIAB'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ACPA'~&~	~&~'014FEE34CD669BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS PAYABLE'~&~	~&~'ACCT PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ACPY'~&~	~&~'014FEE34CD679BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCRUED PAYROLL'~&~	~&~'ACCR PAYROLL'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'RF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ACSA'~&~	~&~'014FEE34CD689BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACADEMIC SALARIES'~&~	~&~'ACADEMIC SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ADV'~&~	~&~'014FEE34CD699BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ADVERTISING AND PROMOTIONAL EXP'~&~	~&~'ADVERT PROMO'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'LA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'AR'~&~	~&~'014FEE34CD6A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ACCOUNTS RECEIVABLE'~&~	~&~'ACCT RECV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ASSE'~&~	~&~'014FEE34CD6B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESSMENTS'~&~	~&~'ASSESSMENTS'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'MF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'AUX'~&~	~&~'014FEE34CFA19BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'AUXILIARY ENTERPRISES'~&~	~&~'AUX ENT'~&~	~&~'AUXE'~&~	~&~'N'~&~	~&~'AA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BASE'~&~	~&~'014FEE34CD6C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS EXPENDITURES'~&~	~&~'ASSESS EXP'~&~	~&~'ASEX'~&~	~&~'Y'~&~	~&~'MA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BASR'~&~	~&~'014FEE34CD6D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ASSESMENTS REVENUE'~&~	~&~'ASSESS REV'~&~	~&~'ASRE'~&~	~&~'Y'~&~	~&~'EF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BASS'~&~	~&~'014FEE34CD6E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET ASSETS'~&~	~&~'BUD ASSETS'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BCAS'~&~	~&~'014FEE34CD6F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BEGINNING CASH'~&~	~&~'BEGIN CASH'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'AA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BCOM'~&~	~&~'014FEE34CD709BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET COMPENSATION'~&~	~&~'BUD COMPENSA'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'EV'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BENF'~&~	~&~'014FEE34CD719BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BENEFITS'~&~	~&~'BENEFITS'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BFRE'~&~	~&~'014FEE34CD729BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-FEE REMISSION'~&~	~&~'BUD FEE REM'~&~	~&~'SCHL'~&~	~&~'Y'~&~	~&~'GV'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BGEX'~&~	~&~'014FEE34CD739BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-GENERAL EXPENSE'~&~	~&~'BUD GEN EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BISA'~&~	~&~'014FEE34CD749BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BI-WEEKLY SALARIES'~&~	~&~'BIWEEK SAL'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'FV'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BLIA'~&~	~&~'014FEE34CD759BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-LIABILITY'~&~	~&~'BUD LIABILIT'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'PV'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BNDP'~&~	~&~'014FEE34CD769BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BONDS PAYABLE'~&~	~&~'BONDS PAY'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'SA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BORE'~&~	~&~'014FEE34CD779BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-OTHER REVENUE'~&~	~&~'BUD OTH REV'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'BSTF'~&~	~&~'014FEE34CD789BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'BUDGET-STUDENT FEES'~&~	~&~'BUD STU FEES'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'AF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'C&G'~&~	~&~'014FEE34CD799BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACT & GRANTS (SPONS. PROG)'~&~	~&~'C&G'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'CV'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CAP'~&~	~&~'014FEE34CD7A9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CAPITAL ASSETS'~&~	~&~'CAP ASSETS'~&~	~&~'CPTL'~&~	~&~'Y'~&~	~&~'MP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CASH'~&~	~&~'014FEE34CD7B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH'~&~	~&~'CASH'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'NK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'COMP'~&~	~&~'014FEE34CD7C9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COMPUTING SERVICES'~&~	~&~'COMP SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CORE'~&~	~&~'014FEE34CF829BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES OUT'~&~	~&~'ALLOT/CHR:EX'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DX'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CORI'~&~	~&~'014FEE34CF8E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'ALLOTMENTS & CHARGES IN'~&~	~&~'ALLOT/CHR:IN'~&~	~&~'TRSF'~&~	~&~'Y'~&~	~&~'DT'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'COSV'~&~	~&~'014FEE34CD7D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CONTRACTUAL SERVICES'~&~	~&~'CONTRACT SRV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'KK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CREX'~&~	~&~'014FEE34CD7E9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-EXPENSE'~&~	~&~'COST REC EXP'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'JK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CRIN'~&~	~&~'014FEE34CD7F9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'COST RECOVERIES-INCOME'~&~	~&~'COST REC INC'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'EP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'CSEQ'~&~	~&~'014FEE34CF4B9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'CASH EQUIVALENTS'~&~	~&~'CASH EQUIV'~&~	~&~'ASST'~&~	~&~'Y'~&~	~&~'CQ'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'DEBT'~&~	~&~'014FEE34CD809BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FINANCIAL/DEBT SERVICES'~&~	~&~'DEBT SERV'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HP'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'DEFR'~&~	~&~'014FEE34CF569BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEFERRED REVENUE'~&~	~&~'DEFERRED REV'~&~	~&~'LIAB'~&~	~&~'Y'~&~	~&~'DE'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'DEPR'~&~	~&~'014FEE34CF3D9BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DEPRECIATION'~&~	~&~'DEPRECIATION'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'DR'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'DIST'~&~	~&~'014FEE34CD819BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'DISTANCE EDUCATION FEES'~&~	~&~'DISTANCE ED'~&~	~&~'STFE'~&~	~&~'Y'~&~	~&~'CF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'FINA'~&~	~&~'014FEE34CD829BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'STUDENT FINANCIAL AID'~&~	~&~'FINANCE AID'~&~	~&~'GENX'~&~	~&~'Y'~&~	~&~'HA'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'FUBL'~&~	~&~'014FEE34CD839BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BALANCE'~&~	~&~'FDBL'~&~	~&~'Y'~&~	~&~'SK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'GIFT'~&~	~&~'014FEE34CD849BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'GIFTS'~&~	~&~'GIFTS'~&~	~&~'OTRE'~&~	~&~'Y'~&~	~&~'DF'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'HRCO'~&~	~&~'014FEE34CD859BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'HOURLY COMPENSATION'~&~	~&~'HOURLY COMP'~&~	~&~'CMPN'~&~	~&~'Y'~&~	~&~'GK'~&~	~&~]RECORD
RECORD[~&~	~&~'IU'~&~	~&~'ICOE'~&~	~&~'014FEE34CD869BEEE043814FD8819BEE'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'IDEX'~&~	~&~'Y'~&~	~&~'JF'~&~	~&~]RECORD
