HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~AWRD_ICR_ENTRY_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~TRN_DEBIT_CRDT_CD::VARCHAR~&~	~&~AWRD_ICR_RATE_PCT::DECIMAL~&~	~&~ACCT_ICR_RATE_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2011'~&~	~&~'057'~&~	~&~'1'~&~	~&~'3A74BC4B-6B90-5CC5-F7D7-3693EB5D7FA0'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'057'~&~	~&~'2'~&~	~&~'1CB99B18-4B5C-D782-EA0E-56A7612CCF1E'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'058'~&~	~&~'1'~&~	~&~'CE3DF5B9-3079-6E95-D985-8385677A94DF'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'058'~&~	~&~'2'~&~	~&~'6CDB211D-79CA-1F17-E88A-46525866AF5B'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'059'~&~	~&~'1'~&~	~&~'F3656F25-C39A-C7BD-9B68-2CD8A79798D2'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'059'~&~	~&~'2'~&~	~&~'8EB377E5-1D2D-8D40-BC10-C561C4B2D7AF'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'060'~&~	~&~'1'~&~	~&~'F16D2B67-7E4C-92B7-557E-6E37213F7220'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'060'~&~	~&~'2'~&~	~&~'0EB8FE84-4990-9F8F-B848-1B3D22CA04DC'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'061'~&~	~&~'1'~&~	~&~'58F149AE-718A-CC5E-54F2-A26AD93CC4D3'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'061'~&~	~&~'2'~&~	~&~'6ED32AD2-4197-12C5-E5CB-81A502924F4C'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'062'~&~	~&~'1'~&~	~&~'0DD169F2-CA01-0D77-FEC2-BC87D0325CDE'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'062'~&~	~&~'2'~&~	~&~'B89D61D9-BF09-6D54-86C0-F86C831B60C2'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'063'~&~	~&~'1'~&~	~&~'9CE8C8AB-A7A7-85E6-89AC-E4436C2B8759'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'063'~&~	~&~'2'~&~	~&~'CEC41272-BCEA-A78F-863F-0834F8F553CB'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'064'~&~	~&~'1'~&~	~&~'CEFBB568-B1BB-CACC-690D-E13B7B411F35'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'064'~&~	~&~'2'~&~	~&~'97BDE33A-F6D1-FA51-DBCD-9ABD5B27BCA2'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'065'~&~	~&~'1'~&~	~&~'3FD87DDF-9D2A-03FE-C030-D552F6CC185F'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'065'~&~	~&~'2'~&~	~&~'EADCE6AA-FE69-9891-C1D3-6DEA241C403B'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'066'~&~	~&~'1'~&~	~&~'F0069D0A-3F0B-C3FA-BC9E-72609B0DE70A'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'066'~&~	~&~'2'~&~	~&~'837744FA-BCFE-22CE-F5E3-7BC61979E7A9'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'067'~&~	~&~'1'~&~	~&~'04CA154E-6F5B-6591-2E4E-67D8A0ADAE0D'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'29.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'067'~&~	~&~'2'~&~	~&~'087022BB-73F7-2BEF-D9C6-E08412F4387D'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'29.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'068'~&~	~&~'1'~&~	~&~'5D0E67C3-8AE1-F2D3-5679-6003F96A3F08'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'068'~&~	~&~'2'~&~	~&~'EE42D45A-34B9-8F7D-89CD-844828570472'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'069'~&~	~&~'1'~&~	~&~'B38230B0-3441-7DC7-6B49-A07C6173C213'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'069'~&~	~&~'2'~&~	~&~'EF402832-C401-5D65-C338-ADF21030F2C3'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'070'~&~	~&~'1'~&~	~&~'9B83F632-90F8-A6D2-045C-FAE6547B7C83'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'070'~&~	~&~'2'~&~	~&~'93DEDCDF-5009-7A70-10A2-532D04542E3E'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'071'~&~	~&~'1'~&~	~&~'F0B2EBBB-29AA-0264-2BB8-BFC4E4E7928F'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'071'~&~	~&~'2'~&~	~&~'335C37A8-1BF7-0386-545B-2C0D269B09D1'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'072'~&~	~&~'1'~&~	~&~'69A722D1-F80A-B983-3D21-38EB885D220B'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'072'~&~	~&~'2'~&~	~&~'E3707D13-1789-C084-11D4-1FB793BAA869'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'073'~&~	~&~'1'~&~	~&~'298C5367-9492-906E-B998-EFF66AD5BDFF'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'073'~&~	~&~'2'~&~	~&~'1F5587DA-A2A1-DBE3-01AB-A0F2FC7B09CB'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'074'~&~	~&~'1'~&~	~&~'5725CC54-8ECE-202F-28D0-3819391899B3'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'074'~&~	~&~'2'~&~	~&~'567D0122-9957-6742-46E8-FED00758AB70'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'075'~&~	~&~'1'~&~	~&~'B1A6A522-2B73-FAD2-5CEE-AB9AF7C15362'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.480'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'075'~&~	~&~'2'~&~	~&~'E11D8895-53D8-656F-553E-3ED654FFBB43'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.480'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'076'~&~	~&~'1'~&~	~&~'19E79F5F-77D2-5898-74D9-8F97BAA6ABD0'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'076'~&~	~&~'2'~&~	~&~'EBA6182D-EE05-58BF-6060-B83EC4596D48'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'077'~&~	~&~'1'~&~	~&~'895670F6-97E7-4690-3195-DA036F723C55'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'077'~&~	~&~'2'~&~	~&~'587EBB4F-A711-CA30-896A-1E918A2A1C9E'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'078'~&~	~&~'1'~&~	~&~'DA0E2230-4069-8FD9-5051-86D5F56FB1CE'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.570'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'078'~&~	~&~'2'~&~	~&~'E41F71F9-A126-3CE0-235E-09961F886DBB'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.570'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'079'~&~	~&~'1'~&~	~&~'CFF682AA-0C4C-DBB6-EF0E-64991EE4F924'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'079'~&~	~&~'2'~&~	~&~'8D50B787-7518-0119-AC73-478D94D771A7'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'080'~&~	~&~'1'~&~	~&~'CBABA04E-1E04-D132-5F25-00F873304995'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'37.750'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'080'~&~	~&~'2'~&~	~&~'62B2FE96-B0FC-6F27-DBA3-73BD6EAD6A78'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'37.750'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'081'~&~	~&~'1'~&~	~&~'D61DB0C8-F67E-F274-8BCD-A9278B52898A'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'39.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'081'~&~	~&~'2'~&~	~&~'7517D4B2-D3FD-677F-85EC-0A2BEB0F2866'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'39.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'082'~&~	~&~'1'~&~	~&~'7FA2BA6F-2ED5-8B74-7008-FD3758907FC7'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'40.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'082'~&~	~&~'2'~&~	~&~'A557A515-502C-A704-E5EE-BC306A63DD49'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'40.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'083'~&~	~&~'1'~&~	~&~'C9EF2DFA-297F-8E83-E5E8-82C6DBD2539F'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'41.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'083'~&~	~&~'2'~&~	~&~'1617D56C-AB39-6115-618F-AFF3027AFE5E'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'41.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'084'~&~	~&~'1'~&~	~&~'AC2E0A80-2713-BBC7-DA94-95ED37643689'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'42.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'084'~&~	~&~'2'~&~	~&~'8D7EDCC0-F03B-B6F9-6AF0-D70758A26389'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'42.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'085'~&~	~&~'1'~&~	~&~'B2A0AE4E-D587-3661-B14A-3CCF94E994BC'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'43.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'085'~&~	~&~'2'~&~	~&~'0200DF33-15F5-E15C-5B2D-B911A8FD2F6C'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'43.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'086'~&~	~&~'1'~&~	~&~'5F51A3A1-44E5-B15E-26F9-D04C0E4061E6'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'44.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'086'~&~	~&~'2'~&~	~&~'D27121B0-9975-8C32-C0C3-743F7F8E6F8E'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'44.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'087'~&~	~&~'1'~&~	~&~'858831CF-CBB2-14FB-14AA-152AB4758C87'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'45.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'087'~&~	~&~'2'~&~	~&~'B56C3D52-5CD1-6E1A-8EA5-46C083D8C446'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'45.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'088'~&~	~&~'1'~&~	~&~'6BCFA953-E9CB-4436-6388-E12C344F33BA'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'46.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'088'~&~	~&~'2'~&~	~&~'FCE63CEC-C850-00AB-D313-0E42BBC4E2C3'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'46.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'089'~&~	~&~'1'~&~	~&~'56D7D6E4-7F46-F611-8398-F4DFE1E3D611'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'089'~&~	~&~'2'~&~	~&~'3EB6496C-025E-B07A-A8DB-426D6D27A8AD'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'090'~&~	~&~'1'~&~	~&~'9E069ADA-9F01-C0D4-5C65-44E20B7F8BE2'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'090'~&~	~&~'2'~&~	~&~'44D99BEF-77E8-5220-13D8-D55443F7B686'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'091'~&~	~&~'1'~&~	~&~'05666FD3-2D34-9050-B1BB-919E9B38AB4E'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'091'~&~	~&~'2'~&~	~&~'6CD36638-4887-73DD-5963-2AA5932B449F'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'092'~&~	~&~'1'~&~	~&~'FA6A3CE5-C50C-5C74-B65B-1E873BBC78B0'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'49.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'092'~&~	~&~'2'~&~	~&~'6CBCDE1E-402D-B5D3-D85E-138400D5A2F4'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'49.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'093'~&~	~&~'1'~&~	~&~'2AC4C3EB-9405-B0D4-947C-6BF6795006AC'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'50.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'093'~&~	~&~'2'~&~	~&~'5C4AE444-FC6E-F7B9-3BFF-AE9B200A0B99'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'50.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2011'~&~	~&~'094'~&~	~&~'1'~&~	~&~'034135DC-EA5A-5B80-8EF4-9E4E2A1292DC'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'51.000'~&~	~&~'Y'~&~	~&~]RECORD
