HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_SERIES_ID::VARCHAR~&~	~&~AWRD_ICR_ENTRY_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ACCOUNT_NBR::VARCHAR~&~	~&~SUB_ACCT_NBR::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FIN_SUB_OBJ_CD::VARCHAR~&~	~&~TRN_DEBIT_CRDT_CD::VARCHAR~&~	~&~AWRD_ICR_RATE_PCT::DECIMAL~&~	~&~ACCT_ICR_RATE_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2016'~&~	~&~'055'~&~	~&~'1'~&~	~&~'07bef8f5-8e96-4427-bd42-009288d45393'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'25.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'055'~&~	~&~'2'~&~	~&~'d169c5a8-4438-4689-8b4d-2dadb83d173f'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'25.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'056'~&~	~&~'1'~&~	~&~'89565290-d3f7-468f-bad1-8f416fabd2f1'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'056'~&~	~&~'2'~&~	~&~'96a14a9c-cf0b-425c-8297-f70c5929d23c'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'057'~&~	~&~'1'~&~	~&~'9bd9bfa1-4357-44fc-bee4-8b6fd2d41242'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'057'~&~	~&~'2'~&~	~&~'2f5c3109-24db-4c52-904f-0d271a73c0fd'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'058'~&~	~&~'1'~&~	~&~'3920e652-04e6-48d6-b5a9-506fe4820fbf'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'058'~&~	~&~'2'~&~	~&~'8d7028f9-ae48-4a44-9e5a-bb03f5cfa2e1'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.400'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'059'~&~	~&~'1'~&~	~&~'cd804953-f8b1-43a6-95ab-acfd221d3f8d'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'059'~&~	~&~'2'~&~	~&~'7c415600-b232-49a6-9c33-fb7c1d9236b1'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'26.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'060'~&~	~&~'1'~&~	~&~'df9aba16-deba-45de-98ce-86bae186dda3'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'060'~&~	~&~'2'~&~	~&~'cfddce00-c172-4ee6-bd03-beacdf935a08'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'061'~&~	~&~'1'~&~	~&~'2bbb5567-37fd-4bfe-965a-8d770a9dfc5a'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'061'~&~	~&~'2'~&~	~&~'20952c2e-6898-4e3c-ade7-e0a07f332613'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'062'~&~	~&~'1'~&~	~&~'68a37dc5-ae87-4279-af02-5c67028c0c4b'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'062'~&~	~&~'2'~&~	~&~'8f1297e4-d12a-4ac5-9862-d1b17f2baa5d'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'27.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'063'~&~	~&~'1'~&~	~&~'20c12709-17ec-4fba-a7f9-d7eeff43244f'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'063'~&~	~&~'2'~&~	~&~'563056fa-ad93-4d3d-9e12-4879372e1f78'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'064'~&~	~&~'1'~&~	~&~'3f25ebaa-09e9-4ce7-86e9-449faba85263'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'064'~&~	~&~'2'~&~	~&~'019e0c11-565c-4fd0-b7e3-749f17c68729'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.660'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'065'~&~	~&~'1'~&~	~&~'119b078b-091f-4d59-82a3-16cb4d9243b8'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'065'~&~	~&~'2'~&~	~&~'6e6051b5-5543-4221-9118-642131e391e6'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.760'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'066'~&~	~&~'1'~&~	~&~'3a2b4646-b602-4584-a274-1f8cc8060e36'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'28.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'066'~&~	~&~'2'~&~	~&~'1897cc78-c2d1-4000-9435-88d32d2c08fd'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'28.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'067'~&~	~&~'1'~&~	~&~'4a78da05-4b41-459a-a01f-34efbf054105'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'29.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'067'~&~	~&~'2'~&~	~&~'f4b94f1b-29f3-4aff-aa7b-2d574434bf11'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'29.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'068'~&~	~&~'1'~&~	~&~'b4b52c7e-9a9f-4669-8865-634bbb9ed51a'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'068'~&~	~&~'2'~&~	~&~'a6448545-2267-4053-bb7a-b406628333d1'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'069'~&~	~&~'1'~&~	~&~'6d0666e3-0acf-4900-8a40-03578568cc71'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'069'~&~	~&~'2'~&~	~&~'37baf64c-6bd5-409f-9b6d-1e80ee44f95e'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'070'~&~	~&~'1'~&~	~&~'c5710f09-f62f-40a6-bd75-a9371a281252'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'070'~&~	~&~'2'~&~	~&~'c9b5880d-662e-4a77-b4c1-e08471005803'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'071'~&~	~&~'1'~&~	~&~'34dffe7c-b77f-47a1-8838-9eec677c5316'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'30.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'071'~&~	~&~'2'~&~	~&~'aab81241-1383-4da1-ab0a-590c9058e3d7'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'30.700'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'072'~&~	~&~'1'~&~	~&~'36afcc50-c73c-4e3d-80a2-9156b66819b5'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'072'~&~	~&~'2'~&~	~&~'a2404fc2-3ea9-412a-b52f-0b9508bfc0a2'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'073'~&~	~&~'1'~&~	~&~'5f1b431a-ae18-473f-ad50-f69fc1758708'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'073'~&~	~&~'2'~&~	~&~'207ce42a-bb2f-4d4b-a7bd-78a4472fc651'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.300'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'074'~&~	~&~'1'~&~	~&~'31f2e000-c863-48a1-9891-b34383ac3f00'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'074'~&~	~&~'2'~&~	~&~'0d0ca6f7-824d-46e9-9851-82435972ee90'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.330'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'075'~&~	~&~'1'~&~	~&~'d4d9003e-aaaa-491c-8264-177b245bcb5e'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.480'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'075'~&~	~&~'2'~&~	~&~'64ed9707-f57e-4da3-9a63-96ed188b010a'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.480'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'076'~&~	~&~'1'~&~	~&~'1eeae229-9a53-4128-98b6-6055b829271a'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'31.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'076'~&~	~&~'2'~&~	~&~'71a44982-d84a-41ad-a58c-61593ef2ef25'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'31.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'077'~&~	~&~'1'~&~	~&~'c6f68dad-f55a-468e-b867-437f197c2afc'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'077'~&~	~&~'2'~&~	~&~'eac99b8e-bc79-48c6-9b94-f999049f58fa'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'078'~&~	~&~'1'~&~	~&~'3b7c10f0-d667-4179-a62a-d29d77861bdb'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.570'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'078'~&~	~&~'2'~&~	~&~'e991c578-ebc6-4df2-9fb5-1d018ce1bb29'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.570'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'079'~&~	~&~'1'~&~	~&~'5604a003-28e4-4b92-bedf-bc054390440c'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'32.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'079'~&~	~&~'2'~&~	~&~'49974f98-84ff-4d07-a81f-2a0c5819e835'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'32.800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'080'~&~	~&~'1'~&~	~&~'e4d0a53d-8acd-4139-891e-c4ac62a05242'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'37.750'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'080'~&~	~&~'2'~&~	~&~'ae4533d7-70f2-4db5-9bd7-a8b7c3c8c897'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'37.750'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'081'~&~	~&~'1'~&~	~&~'d0ed1cec-aa90-47bc-ae8e-6944621b3037'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'39.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'081'~&~	~&~'2'~&~	~&~'ee0d3881-7abc-4b5c-bc38-b316bf9b1ef0'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'39.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'082'~&~	~&~'1'~&~	~&~'214bb0dd-1a87-493d-bf80-785b4352323f'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'40.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'082'~&~	~&~'2'~&~	~&~'1b0b18f0-a165-4010-b135-8eabc29a91fc'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'40.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'083'~&~	~&~'1'~&~	~&~'8c1cf037-b1d3-45b1-b002-fc6cd7d9e212'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'41.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'083'~&~	~&~'2'~&~	~&~'bfc956f8-55d1-47f9-ab12-9e65fd51526a'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'41.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'084'~&~	~&~'1'~&~	~&~'c54f86b0-0ad3-4eff-9660-4e50c29c4f73'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'42.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'084'~&~	~&~'2'~&~	~&~'d031a725-22ba-494f-b179-49a9aa523523'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'42.200'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'085'~&~	~&~'1'~&~	~&~'28951ced-7d61-4d14-a3c3-7c19ec41fb59'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'43.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'085'~&~	~&~'2'~&~	~&~'57b26ebf-a170-4467-90d9-4554ca216959'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'43.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'086'~&~	~&~'1'~&~	~&~'7c129f49-8804-4d4e-80c5-996fccdf7a6a'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'44.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'086'~&~	~&~'2'~&~	~&~'be6fd029-8df5-4d57-9739-f6f07f911905'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'44.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'087'~&~	~&~'1'~&~	~&~'029590a6-3948-4a71-85b8-3256bc893a49'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'45.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'087'~&~	~&~'2'~&~	~&~'420942fb-0ce3-4374-9ad4-094fcc926ff9'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'45.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'088'~&~	~&~'1'~&~	~&~'d49665ae-768b-4442-976f-ed22c85a458b'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'46.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'088'~&~	~&~'2'~&~	~&~'2bab7411-3e63-4e3b-a873-cb9b084887a2'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'46.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'089'~&~	~&~'1'~&~	~&~'65f6a819-4a80-4c45-b530-67c353fbd5e8'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'089'~&~	~&~'2'~&~	~&~'33e0f11b-bcc2-4f13-87bc-9c7d2e219584'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'090'~&~	~&~'1'~&~	~&~'69f16c34-3d02-4e2d-b09b-1e29a5220057'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'090'~&~	~&~'2'~&~	~&~'3c870399-f531-4eca-9634-700a411f1a46'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'091'~&~	~&~'1'~&~	~&~'9fc93c48-5364-44d4-9d1e-ee44499b8a75'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'47.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'091'~&~	~&~'2'~&~	~&~'d413c18c-24e6-46a1-a033-2495f87bff1f'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'47.500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'092'~&~	~&~'1'~&~	~&~'c7973958-3a89-4dc2-8418-f56113913e67'~&~	~&~'2'~&~	~&~'@'~&~	~&~'@'~&~	~&~'@'~&~	~&~'5500'~&~	~&~'---'~&~	~&~'D'~&~	~&~'49.000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2016'~&~	~&~'092'~&~	~&~'2'~&~	~&~'4246be9a-f03d-47f2-8201-141a17f18fb9'~&~	~&~'2'~&~	~&~'#'~&~	~&~'#'~&~	~&~'-----'~&~	~&~'1803'~&~	~&~'---'~&~	~&~'C'~&~	~&~'49.000'~&~	~&~'Y'~&~	~&~]RECORD
