HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~ORG_RVRSN_CTGRY_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ORG_RVRSN_CD::VARCHAR~&~	~&~ORG_RVRSN_OBJ_CD::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C06'~&~	~&~'23cfa5d8-8a50-4897-a1d6-121e5302e2a7'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C07'~&~	~&~'c68df7ad-4ed4-446d-ad50-e7f92e2f5729'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C08'~&~	~&~'7bba8ca0-f7ce-42aa-a986-9ded8bcdeb21'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C09'~&~	~&~'0f0bacbf-4b41-4376-82fc-14a5a11e53de'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C10'~&~	~&~'5759c1d2-4c0b-4f91-8f5c-8792969e95d1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SSER'~&~	~&~'C11'~&~	~&~'74fe9a9c-041e-473f-b15f-ba5c539c30e8'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C01'~&~	~&~'15338973-9e61-4f3f-87be-bc36c714b9ce'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C03'~&~	~&~'e34b545b-4d0e-4dba-a81f-04c03ff71fc2'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C04'~&~	~&~'bd5a6bc6-6f5c-442f-8198-92f99263baeb'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C05'~&~	~&~'d3f3b5e4-dae3-4d22-b8a3-c437e2279ceb'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C06'~&~	~&~'5ac19452-5c95-482f-832b-40988d9d32ad'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C07'~&~	~&~'19d3859a-1729-4838-83e3-8339236e25e7'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C08'~&~	~&~'a34be0cf-edc5-4659-ab49-d920b597b876'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C09'~&~	~&~'20d2c31a-62f8-4a32-a596-6a7ed1065cd9'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C10'~&~	~&~'ab966945-bff0-4456-a7c1-194e188d7f1b'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'STSC'~&~	~&~'C11'~&~	~&~'de180736-5464-4035-9525-82b884cb850e'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C01'~&~	~&~'40f167fe-0c59-40e9-ba82-4b7bcfd11ce1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C03'~&~	~&~'fb5e3889-0cba-4828-931d-fffcdd1e8d1d'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C04'~&~	~&~'368bf59c-abfc-4b13-a8d8-b809576ce069'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C05'~&~	~&~'ddbe8f47-0df3-4161-9664-c16a66937991'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C06'~&~	~&~'b9c89f0f-9210-4c5d-a400-7ebd5f701fd5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C07'~&~	~&~'a2bc214f-f5a4-4135-8ec8-c9a2cac9128a'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C08'~&~	~&~'edfc73b1-5486-4ba8-a5ea-36f51e8349a8'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C09'~&~	~&~'6535e51d-878f-40ff-adb4-faf2d78c8764'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C10'~&~	~&~'c2aa98ae-a668-4187-a647-bee08efcd23a'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SWTE'~&~	~&~'C11'~&~	~&~'99655a50-dcfc-465b-978c-4fd8cf66d8fd'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C01'~&~	~&~'8af8cb01-18c8-4a4e-b026-fd32e8844de7'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C03'~&~	~&~'51e374c7-365f-4d79-9a9b-83f12808bd1f'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C04'~&~	~&~'c7d540dc-bc24-4fd2-a3ed-27c27041032e'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C05'~&~	~&~'ddf0b995-487e-4816-92d8-76b24064f71f'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C06'~&~	~&~'2d732389-bd77-4191-b45e-cc89748af97c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C07'~&~	~&~'5e93982c-e305-4652-9028-9b51774e7706'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C08'~&~	~&~'eca6a21c-d682-4d61-b63f-14cadc88cd4f'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C09'~&~	~&~'cdcd7073-42eb-4123-9d6f-8fd26383c4ab'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C10'~&~	~&~'39b02d70-806b-4d7b-970e-0cc7031de63c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'SYSC'~&~	~&~'C11'~&~	~&~'1a98f597-b651-4b04-9713-b01fd7ad7f6a'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C01'~&~	~&~'94c96e72-580a-4fbd-9a60-00c0b7eec574'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C03'~&~	~&~'5942f45c-cbaa-462f-b71d-13ae10e0eef0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C04'~&~	~&~'d2f5e5b5-0735-495e-b728-00e79a32b404'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C05'~&~	~&~'41f8e386-e259-4b37-a69b-a7c186b235f3'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C06'~&~	~&~'aca55069-3837-4147-8d87-05cc4cee063c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C07'~&~	~&~'4fe3cd1e-75f2-46bc-a632-7d9ccb0a24c7'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C08'~&~	~&~'8dc906a3-89dc-470d-9aa1-8d2cda270112'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C09'~&~	~&~'6c74d373-5991-48d4-97a8-f4f52a408cee'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C10'~&~	~&~'e9131426-2f2a-4150-aa3c-2906741b94de'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'TUSP'~&~	~&~'C11'~&~	~&~'850d52e4-26c2-4f43-8918-37e51d66d103'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C01'~&~	~&~'d2290b84-c02d-4d1b-9d57-bee41256f1c9'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C03'~&~	~&~'5bdff820-c726-47c8-b689-3e1423cb063e'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C04'~&~	~&~'6c672464-c8c5-455b-a1e0-10400b85ef31'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C05'~&~	~&~'be0f3f0c-8c5e-467f-848b-df1b1e3ba6eb'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C06'~&~	~&~'455c8bb4-ee5b-467e-9d8c-d670c928657c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C07'~&~	~&~'f9a14704-d5dc-474d-a85f-4168fb70988d'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C08'~&~	~&~'b9010681-2bcd-4cec-b183-040e57df1ad2'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C09'~&~	~&~'877b4f97-ac69-4c84-b942-f567a5298c6b'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C10'~&~	~&~'7ee38d97-08cb-4544-b6b8-f7c804714df8'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'EA'~&~	~&~'UDIV'~&~	~&~'C11'~&~	~&~'60ca7671-52cd-4570-9742-3ade5dd573b0'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C01'~&~	~&~'3acc9a09-fbfa-48dc-a193-61914158af60'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C02'~&~	~&~'cbcf5192-f824-4738-bf51-4eb701cfea1c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C03'~&~	~&~'c2c89434-1f1d-4856-a942-0d111f7b99b5'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C04'~&~	~&~'01c3da9b-2df4-466a-a211-16c6fcd38770'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C05'~&~	~&~'b2231916-bb78-4bc4-aa78-2f04087b17a1'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C06'~&~	~&~'d6b1ef57-4198-4641-b145-d173b0725f10'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C07'~&~	~&~'52f4e402-8493-48c1-9786-0f485c467a15'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C08'~&~	~&~'61f4445c-7820-4df1-b867-8d05364aedca'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C09'~&~	~&~'c9c8933b-e3e6-4831-856a-0ed1f4928e3f'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C10'~&~	~&~'924186f3-6eff-4c1b-af4a-7b9e0e74a89f'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BUDG'~&~	~&~'C11'~&~	~&~'7d8c4ee0-bac2-445b-9f89-824db3f5f02c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C01'~&~	~&~'2bdd7550-cb79-425b-a910-935e22e3a898'~&~	~&~'2'~&~	~&~'N2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C02'~&~	~&~'06df963b-5197-42fd-b4bc-02586a50da7b'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7277'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C03'~&~	~&~'b9e38ba6-ccc1-4faf-b035-c714eea91f19'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C04'~&~	~&~'130b96f0-8ed8-4bb7-bef3-4c081e3abe0c'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C05'~&~	~&~'817b3a54-b030-4e66-a230-7027deccf6db'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C06'~&~	~&~'273840d2-ea5e-4dec-bd32-67056780d6a2'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5199'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C07'~&~	~&~'d76789b5-12db-4b1f-b2b3-36aeef76cecc'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1699'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C08'~&~	~&~'aea82a80-0aaa-4b52-a50f-ec3ed43a21b4'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C09'~&~	~&~'dd55c5b8-6fd6-4385-b754-4ec602bfd78a'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C10'~&~	~&~'88a04253-5033-4303-8ba6-f59c471a5a3a'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'C11'~&~	~&~'8948fa24-941c-4b4b-b32d-e464e9c7d222'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C01'~&~	~&~'68463fdd-6838-407d-8199-ce4d9a73beda'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C03'~&~	~&~'696e22d3-ee9a-4941-a7c2-86fa7fe6fac6'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'5880'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C04'~&~	~&~'e09d49c6-ad4c-4269-a574-b624a0f762c5'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C05'~&~	~&~'74d3d475-a35a-4c41-978d-c7e60973d254'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C06'~&~	~&~'53beb73e-fb6c-4629-a88d-75f2f0bcc37b'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C07'~&~	~&~'9cbd616f-f21f-4de6-b8f5-9e106067484e'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C08'~&~	~&~'a4252ef7-22d2-4f91-bd85-9d3c2e6f067c'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C09'~&~	~&~'b4d67605-fb3d-47fd-84fd-1011493d8469'~&~	~&~'2'~&~	~&~'R1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C10'~&~	~&~'306350f2-c21d-4af2-ac41-340b3de6a348'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AADV'~&~	~&~'C11'~&~	~&~'fa5034d7-7164-433e-98d0-2841429fa49c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C01'~&~	~&~'c4e83b3e-f33a-4ebe-b3e8-184d1315fc3e'~&~	~&~'2'~&~	~&~'N2'~&~	~&~'3000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C04'~&~	~&~'98685885-9467-49df-8f6c-cebde05bf228'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C05'~&~	~&~'7446d7b2-67ac-4cef-8692-384d667cedd0'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'7900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C06'~&~	~&~'14b424f6-2076-4301-af42-4ede430460fb'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'9900'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C07'~&~	~&~'b6b307aa-a254-4171-bf74-dfea2bd8248e'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'9915'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C08'~&~	~&~'fedc622e-732b-4c80-abcb-f1e5a7bbca34'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'6000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C09'~&~	~&~'504aeae5-571b-45ed-bb6d-c0faf8ce7faf'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C10'~&~	~&~'2ceac045-763e-4d7a-af49-060d2fae6258'~&~	~&~'2'~&~	~&~'N1'~&~	~&~'5000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AAOA'~&~	~&~'C11'~&~	~&~'156f7d69-a4d9-468d-913c-b9c0aa80aa6c'~&~	~&~'2'~&~	~&~'R2'~&~	~&~'1800'~&~	~&~'Y'~&~	~&~]RECORD
