HEADER[~&~	~&~FDOC_NBR::VARCHAR~&~	~&~FDOC_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FDOC_100_DLR_AMT::DECIMAL~&~	~&~FDOC_50_DLR_AMT::DECIMAL~&~	~&~FDOC_20_DLR_AMT::DECIMAL~&~	~&~FDOC_10_DLR_AMT::DECIMAL~&~	~&~FDOC_5_DLR_AMT::DECIMAL~&~	~&~FDOC_2_DLR_AMT::DECIMAL~&~	~&~FDOC_1_DLR_AMT::DECIMAL~&~	~&~FDOC_OTHR_DLR_AMT::DECIMAL~&~	~&~CSHR_STAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'LS2734804'~&~	~&~'CD'~&~	~&~'13EDF610137C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LS2734804'~&~	~&~'CR'~&~	~&~'13EDF610137D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LS7816804'~&~	~&~'CD'~&~	~&~'13EDF61014E94072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LS7816804'~&~	~&~'CR'~&~	~&~'13EDF61014EA4072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LS8578604'~&~	~&~'CD'~&~	~&~'13EDF610160B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LS8578604'~&~	~&~'CR'~&~	~&~'13EDF610160C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LT0296604'~&~	~&~'CD'~&~	~&~'13EDF61016744072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LT0296604'~&~	~&~'CR'~&~	~&~'13EDF61016754072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LT7960304'~&~	~&~'CD'~&~	~&~'13EDF61013B64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LT7960304'~&~	~&~'CR'~&~	~&~'13EDF61013B74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LU0000004'~&~	~&~'CD'~&~	~&~'13EDF610142C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LU0000004'~&~	~&~'CR'~&~	~&~'13EDF610142D4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LU2611404'~&~	~&~'CD'~&~	~&~'13EDF61012D24072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~'55.00'~&~	~&~NULL~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LU2611404'~&~	~&~'CR'~&~	~&~'13EDF61012D34072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'60.00'~&~	~&~'55.00'~&~	~&~NULL~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LU5309404'~&~	~&~'CD'~&~	~&~'13EDF6100D1E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LU5309404'~&~	~&~'CR'~&~	~&~'13EDF6100D1F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'9.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LU6870404'~&~	~&~'CD'~&~	~&~'13EDF61013A04072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'70.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LU6870404'~&~	~&~'CR'~&~	~&~'13EDF61013A14072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'180.00'~&~	~&~'70.00'~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LU7816304'~&~	~&~'CD'~&~	~&~'13EDF6100F724072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'720.00'~&~	~&~'140.00'~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LU7816304'~&~	~&~'CR'~&~	~&~'13EDF6100F734072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'720.00'~&~	~&~'140.00'~&~	~&~'65.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LV2207604'~&~	~&~'CD'~&~	~&~'13EDF61017604072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LV2207604'~&~	~&~'CR'~&~	~&~'13EDF61017614072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LV7007504'~&~	~&~'CD'~&~	~&~'13EDF610123A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LV7007504'~&~	~&~'CR'~&~	~&~'13EDF610123B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LW7011304'~&~	~&~'CD'~&~	~&~'13EDF6100EBB4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LW7011304'~&~	~&~'CR'~&~	~&~'13EDF6100EBC4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LW7563504'~&~	~&~'CD'~&~	~&~'13EDF61017E74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'20.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LW7563504'~&~	~&~'CR'~&~	~&~'13EDF61017E84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'20.00'~&~	~&~'30.00'~&~	~&~NULL~&~	~&~'2.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LX6928004'~&~	~&~'CD'~&~	~&~'13EDF61017E54072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LX6928004'~&~	~&~'CR'~&~	~&~'13EDF61017E64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LY8574104'~&~	~&~'CD'~&~	~&~'13EDF61015094072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LY8574104'~&~	~&~'CR'~&~	~&~'13EDF610150A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'LZ8208204'~&~	~&~'CD'~&~	~&~'13EDF610153F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'280.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'LZ8208204'~&~	~&~'CR'~&~	~&~'13EDF61015404072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'280.00'~&~	~&~'10.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'8.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MB0593104'~&~	~&~'CD'~&~	~&~'13EDF610150B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MB0593104'~&~	~&~'CR'~&~	~&~'13EDF610150C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'30.00'~&~	~&~'60.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MB4913404'~&~	~&~'CD'~&~	~&~'13EDF6100F684072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MB4913404'~&~	~&~'CR'~&~	~&~'13EDF6100F694072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'3.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MB8774904'~&~	~&~'CD'~&~	~&~'13EDF6100F374072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MB8774904'~&~	~&~'CR'~&~	~&~'13EDF6100F384072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MC2016004'~&~	~&~'CD'~&~	~&~'13EDF6100DE74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'880.00'~&~	~&~'10.00'~&~	~&~'105.00'~&~	~&~NULL~&~	~&~'99.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MC2016004'~&~	~&~'CR'~&~	~&~'13EDF6100DE84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'880.00'~&~	~&~'10.00'~&~	~&~'105.00'~&~	~&~NULL~&~	~&~'99.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MC7677304'~&~	~&~'CD'~&~	~&~'13EDF6100C144072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MC7677304'~&~	~&~'CR'~&~	~&~'13EDF6100C154072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'11.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MD1535504'~&~	~&~'CD'~&~	~&~'13EDF61010614072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MD1535504'~&~	~&~'CR'~&~	~&~'13EDF61010624072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'80.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'22.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ME0185204'~&~	~&~'CD'~&~	~&~'13EDF6100F4B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ME0185204'~&~	~&~'CR'~&~	~&~'13EDF6100F4C4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'23.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ME5257304'~&~	~&~'CD'~&~	~&~'13EDF6100F6A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'1020.00'~&~	~&~'230.00'~&~	~&~'210.00'~&~	~&~NULL~&~	~&~'79.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ME5257304'~&~	~&~'CR'~&~	~&~'13EDF6100F6B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'1020.00'~&~	~&~'230.00'~&~	~&~'210.00'~&~	~&~NULL~&~	~&~'79.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'ME5695204'~&~	~&~'CD'~&~	~&~'13EDF6100F554072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'ME5695204'~&~	~&~'CR'~&~	~&~'13EDF6100F564072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'40.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'12.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MF6950804'~&~	~&~'CD'~&~	~&~'13EDF61012F84072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MF6950804'~&~	~&~'CR'~&~	~&~'13EDF61012F94072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'25.00'~&~	~&~NULL~&~	~&~'6.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MG0723404'~&~	~&~'CD'~&~	~&~'13EDF6100D504072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'980.00'~&~	~&~'190.00'~&~	~&~'110.00'~&~	~&~NULL~&~	~&~'77.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MG0723404'~&~	~&~'CR'~&~	~&~'13EDF6100D514072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'980.00'~&~	~&~'190.00'~&~	~&~'110.00'~&~	~&~NULL~&~	~&~'77.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MG1843204'~&~	~&~'CD'~&~	~&~'13EDF61015174072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MG1843204'~&~	~&~'CR'~&~	~&~'13EDF61015184072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'15.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MG9155404'~&~	~&~'CD'~&~	~&~'13EDF610175A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MG9155404'~&~	~&~'CR'~&~	~&~'13EDF610175B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MH3712704'~&~	~&~'CD'~&~	~&~'13EDF6100F624072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MH3712704'~&~	~&~'CR'~&~	~&~'13EDF6100F634072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MH5167004'~&~	~&~'CD'~&~	~&~'13EDF61014064072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MH5167004'~&~	~&~'CR'~&~	~&~'13EDF61014074072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'10.00'~&~	~&~NULL~&~	~&~NULL~&~	~&~'1.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MH5608004'~&~	~&~'CD'~&~	~&~'13EDF610143A4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'40.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MH5608004'~&~	~&~'CR'~&~	~&~'13EDF610143B4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'20.00'~&~	~&~'40.00'~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'5.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MI7275604'~&~	~&~'CD'~&~	~&~'13EDF61012B64072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'16.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MI7275604'~&~	~&~'CR'~&~	~&~'13EDF61012B74072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'30.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'16.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ0350204'~&~	~&~'CD'~&~	~&~'13EDF6100E7E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'20.00'~&~	~&~'165.00'~&~	~&~NULL~&~	~&~'24.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ0350204'~&~	~&~'CR'~&~	~&~'13EDF6100E7F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'160.00'~&~	~&~'20.00'~&~	~&~'165.00'~&~	~&~NULL~&~	~&~'24.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ4141904'~&~	~&~'CD'~&~	~&~'13EDF610124E4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ4141904'~&~	~&~'CR'~&~	~&~'13EDF610124F4072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'120.00'~&~	~&~'20.00'~&~	~&~'10.00'~&~	~&~NULL~&~	~&~'14.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ9022304'~&~	~&~'CD'~&~	~&~'13EDF6100D414072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~'100.00'~&~	~&~'1260.00'~&~	~&~'60.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'71.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MJ9022304'~&~	~&~'CR'~&~	~&~'13EDF6100D424072E043814FD8814072'~&~	~&~'1'~&~	~&~'100.00'~&~	~&~'100.00'~&~	~&~'1260.00'~&~	~&~'60.00'~&~	~&~'100.00'~&~	~&~NULL~&~	~&~'71.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MK1746904'~&~	~&~'CD'~&~	~&~'13EDF6100D044072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'480.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
RECORD[~&~	~&~'MK1746904'~&~	~&~'CR'~&~	~&~'13EDF6100D054072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~'50.00'~&~	~&~'480.00'~&~	~&~NULL~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'4.00'~&~	~&~NULL~&~	~&~'R'~&~	~&~]RECORD
RECORD[~&~	~&~'MK6852504'~&~	~&~'CD'~&~	~&~'13EDF6100E134072E043814FD8814072'~&~	~&~'1'~&~	~&~NULL~&~	~&~NULL~&~	~&~'100.00'~&~	~&~'20.00'~&~	~&~'20.00'~&~	~&~NULL~&~	~&~'33.00'~&~	~&~NULL~&~	~&~'X'~&~	~&~]RECORD
