HEADER[~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_CONS_OBJ_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~FIN_CONS_OBJ_NM::VARCHAR~&~	~&~FIN_CONOBJ_SHRT_NM::VARCHAR~&~	~&~FIN_CONOBJ_ACTV_CD::VARCHAR~&~	~&~FIN_REPORT_SORT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'SB'~&~	~&~'ASST'~&~	~&~'014F3DAF7444A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSETS'~&~	~&~'ASSETS'~&~	~&~'Y'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CMPN'~&~	~&~'014F3DAF7445A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'COMPENSATION'~&~	~&~'COMPENS'~&~	~&~'Y'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'CPTL'~&~	~&~'014F3DAF7446A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'CAPITAL'~&~	~&~'CAPITAL'~&~	~&~'Y'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'FDBL'~&~	~&~'014F3DAF7447A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BAL'~&~	~&~'Y'~&~	~&~'18'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'GENX'~&~	~&~'014F3DAF7448A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'GENERAL EXPENSE'~&~	~&~'GEN EXP'~&~	~&~'Y'~&~	~&~'09'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'IDEX'~&~	~&~'014F3DAF7449A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'Y'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'IDIN'~&~	~&~'014F3DAF744AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'Y'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'LIAB'~&~	~&~'014F3DAF744BA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'LIABILITIES'~&~	~&~'LIABILITIES'~&~	~&~'Y'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'OTRE'~&~	~&~'014F3DAF744CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTH REVENUE'~&~	~&~'Y'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'RSRX'~&~	~&~'014F3DAF744DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'Y'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SAPR'~&~	~&~'014F3DAF744EA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'Y'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'SCHL'~&~	~&~'014F3DAF744FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FINANCIAL AID'~&~	~&~'FIN AID'~&~	~&~'Y'~&~	~&~'08'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'STFE'~&~	~&~'014F3DAF7450A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'Y'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TFEX'~&~	~&~'014F3DAF7451A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'N'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TFIN'~&~	~&~'014F3DAF7452A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'N'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TRSF'~&~	~&~'014F3DAF7453A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'Y'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'SB'~&~	~&~'TRVL'~&~	~&~'014F3DAF7454A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'Y'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'ASEX'~&~	~&~'014F3DAF7455A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSESSMENTS-EXPENDITURES'~&~	~&~'ASSESS-EXP'~&~	~&~'Y'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'ASRE'~&~	~&~'014F3DAF7456A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSESSMENTS-REVENUE'~&~	~&~'ASSESS-REV'~&~	~&~'Y'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'ASST'~&~	~&~'014F3DAF7457A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSETS'~&~	~&~'ASSETS'~&~	~&~'Y'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'CMPN'~&~	~&~'014F3DAF7458A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'COMPENSATION'~&~	~&~'COMPENS'~&~	~&~'Y'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'CPTL'~&~	~&~'014F3DAF7459A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'CAPITAL'~&~	~&~'CAPITAL'~&~	~&~'Y'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'FDBL'~&~	~&~'014F3DAF745AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BAL'~&~	~&~'Y'~&~	~&~'18'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'GENX'~&~	~&~'014F3DAF745BA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'GENERAL EXPENSE'~&~	~&~'GEN EXP'~&~	~&~'Y'~&~	~&~'09'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'IDEX'~&~	~&~'014F3DAF745CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'Y'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'IDIN'~&~	~&~'014F3DAF745DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'Y'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'LIAB'~&~	~&~'014F3DAF745EA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'LIABILITIES'~&~	~&~'LIABILITIES'~&~	~&~'Y'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'OTRE'~&~	~&~'014F3DAF745FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTH REVENUE'~&~	~&~'Y'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'RSRX'~&~	~&~'014F3DAF7460A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'Y'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'SAPR'~&~	~&~'014F3DAF7461A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'Y'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'SCHL'~&~	~&~'014F3DAF7462A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FINANCIAL AID'~&~	~&~'FIN AID'~&~	~&~'Y'~&~	~&~'08'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'STFE'~&~	~&~'014F3DAF7463A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'Y'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'TFEX'~&~	~&~'014F3DAF7464A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'N'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'TFIN'~&~	~&~'014F3DAF7465A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'N'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'TRSF'~&~	~&~'014F3DAF7466A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'Y'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'SE'~&~	~&~'TRVL'~&~	~&~'014F3DAF7467A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'Y'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'ASEX'~&~	~&~'014F3DAF7468A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSESSMENTS-EXPENDITURES'~&~	~&~'ASSESS-EXP'~&~	~&~'Y'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'ASRE'~&~	~&~'014F3DAF7469A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSESSMENTS-REVENUE'~&~	~&~'ASSESS-REV'~&~	~&~'Y'~&~	~&~'05'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'ASST'~&~	~&~'014F3DAF746AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'ASSETS'~&~	~&~'ASSETS'~&~	~&~'Y'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'CMPN'~&~	~&~'014F3DAF746BA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'COMPENSATION'~&~	~&~'COMPENS'~&~	~&~'Y'~&~	~&~'07'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'CPTL'~&~	~&~'014F3DAF746CA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'CAPITAL'~&~	~&~'CAPITAL'~&~	~&~'Y'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'FDBL'~&~	~&~'014F3DAF746DA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FUND BALANCE'~&~	~&~'FUND BAL'~&~	~&~'Y'~&~	~&~'18'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'GENX'~&~	~&~'014F3DAF746EA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'GENERAL EXPENSE'~&~	~&~'GEN EXP'~&~	~&~'Y'~&~	~&~'09'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'IDEX'~&~	~&~'014F3DAF746FA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY EXPENSE'~&~	~&~'IND COST EXP'~&~	~&~'Y'~&~	~&~'12'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'IDIN'~&~	~&~'014F3DAF7470A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'INDIRECT COST RECOVERY INCOME'~&~	~&~'IND COST INC'~&~	~&~'Y'~&~	~&~'04'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'LIAB'~&~	~&~'014F3DAF7471A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'LIABILITIES'~&~	~&~'LIABILITIES'~&~	~&~'Y'~&~	~&~'17'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'OTRE'~&~	~&~'014F3DAF7472A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'OTHER REVENUE'~&~	~&~'OTH REVENUE'~&~	~&~'Y'~&~	~&~'03'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'RSRX'~&~	~&~'014F3DAF7473A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'RESERVES'~&~	~&~'RESERVES'~&~	~&~'Y'~&~	~&~'15'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'SAPR'~&~	~&~'014F3DAF7474A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STATE APPROPRIATIONS'~&~	~&~'STATE APPROP'~&~	~&~'Y'~&~	~&~'02'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'SCHL'~&~	~&~'014F3DAF7475A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'FINANCIAL AID'~&~	~&~'FIN AID'~&~	~&~'Y'~&~	~&~'08'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'STFE'~&~	~&~'014F3DAF7476A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'STUDENT FEES'~&~	~&~'STUDENT FEES'~&~	~&~'Y'~&~	~&~'01'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'TFEX'~&~	~&~'014F3DAF7477A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - EXPENSE'~&~	~&~'TRANSFER-EXP'~&~	~&~'N'~&~	~&~'14'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'TFIN'~&~	~&~'014F3DAF7478A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER - INCOME'~&~	~&~'TRANSFER-INC'~&~	~&~'N'~&~	~&~'06'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'TRSF'~&~	~&~'014F3DAF7479A448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRANSFER OF FUNDS'~&~	~&~'TRANSFER'~&~	~&~'Y'~&~	~&~'19'~&~	~&~]RECORD
RECORD[~&~	~&~'UA'~&~	~&~'TRVL'~&~	~&~'014F3DAF747AA448E043814FD28EA448'~&~	~&~'1'~&~	~&~'TRAVEL'~&~	~&~'TRAVEL'~&~	~&~'Y'~&~	~&~'10'~&~	~&~]RECORD
