HEADER[~&~	~&~POSITION_NBR::VARCHAR~&~	~&~EFFDT::TIMESTAMP~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~JOBCODE::VARCHAR~&~	~&~POS_EFF_STATUS::VARCHAR~&~	~&~DESCR::VARCHAR~&~	~&~DESCRSHORT::VARCHAR~&~	~&~BUSINESS_UNIT::VARCHAR~&~	~&~DEPTID::VARCHAR~&~	~&~POSN_STATUS::VARCHAR~&~	~&~STATUS_DT::TIMESTAMP~&~	~&~BUDGETED_POSN::VARCHAR~&~	~&~STD_HRS_DEFAULT::DECIMAL~&~	~&~STD_HRS_FREQUENCY::VARCHAR~&~	~&~POS_REG_TEMP::VARCHAR~&~	~&~POS_FTE::DECIMAL~&~	~&~POS_SAL_PLAN_DFLT::VARCHAR~&~	~&~POS_GRADE_DFLT::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'00012860'~&~	~&~'200611010000000000'~&~	~&~'37C1865A900DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004024'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00013158'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8FEEE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013240'~&~	~&~'190101010000000000'~&~	~&~'37C1865A9048E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013242'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8FAEE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000136'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-KINS'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'RSX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013299'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F5FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013427'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F6AE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013642'~&~	~&~'190101010000000000'~&~	~&~'37C1865A907CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002409'~&~	~&~'A'~&~	~&~'Lab Tech III'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00013642'~&~	~&~'200307200000000000'~&~	~&~'37C1865A908BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002425'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0G'~&~	~&~]RECORD
RECORD[~&~	~&~'00013674'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F6BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00013842'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8FBEE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001617'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00013842'~&~	~&~'200504010000000000'~&~	~&~'37C1865A8FBDE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004511'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00013842'~&~	~&~'200507010000000000'~&~	~&~'37C1865A8FBCE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004511'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'11'~&~	~&~]RECORD
RECORD[~&~	~&~'00014351'~&~	~&~'190101010000000000'~&~	~&~'37C1865A901CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-FOLK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00014351'~&~	~&~'200312160000000000'~&~	~&~'37C1865A9027E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-FOLK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'20.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'0.50'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00014351'~&~	~&~'200707010000000000'~&~	~&~'37C1865A9036E080E043814FD881E080'~&~	~&~'1'~&~	~&~'000101'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-FOLK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W10'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00014462'~&~	~&~'190101010000000000'~&~	~&~'37C1865A90ACE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001505'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00014462'~&~	~&~'200504010000000000'~&~	~&~'37C1865A90C3E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004455'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00014462'~&~	~&~'200507010000000000'~&~	~&~'37C1865A90C6E080E043814FD881E080'~&~	~&~'1'~&~	~&~'004455'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00014644'~&~	~&~'190101010000000000'~&~	~&~'37C1865A901DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00014644'~&~	~&~'200305110000000000'~&~	~&~'37C1865A9025E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00014789'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F32E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001800'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-BUS'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'00014789'~&~	~&~'200507010000000000'~&~	~&~'37C1865A8F31E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001800'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-BUS'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'00014789'~&~	~&~'200508010000000000'~&~	~&~'37C1865A8F30E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001800'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-BUSS'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'16'~&~	~&~]RECORD
RECORD[~&~	~&~'00014806'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8FEFE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001481'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00014806'~&~	~&~'200504010000000000'~&~	~&~'37C1865A9005E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003958'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00014986'~&~	~&~'190101010000000000'~&~	~&~'37C1865A9049E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00014986'~&~	~&~'200305110000000000'~&~	~&~'37C1865A9056E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001137'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SM'~&~	~&~'0K'~&~	~&~]RECORD
RECORD[~&~	~&~'00015122'~&~	~&~'190101010000000000'~&~	~&~'37C1865A901EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001494'~&~	~&~'A'~&~	~&~'Lab Tech IV'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00015122'~&~	~&~'200504010000000000'~&~	~&~'37C1865A9029E080E043814FD881E080'~&~	~&~'1'~&~	~&~'003960'~&~	~&~'A'~&~	~&~'Lab Tech SSOF'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00015209'~&~	~&~'190101010000000000'~&~	~&~'37C1865A90ADE080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00015209'~&~	~&~'200305110000000000'~&~	~&~'37C1865A90B5E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002325'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0A'~&~	~&~]RECORD
RECORD[~&~	~&~'00015213'~&~	~&~'190101010000000000'~&~	~&~'37C1865A90AEE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001732'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00015213'~&~	~&~'200305010000000000'~&~	~&~'37C1865A90B3E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001732'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00015213'~&~	~&~'200507010000000000'~&~	~&~'37C1865A90C7E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001732'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAE'~&~	~&~'13'~&~	~&~]RECORD
RECORD[~&~	~&~'00015281'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F44E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-TRAN'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00015281'~&~	~&~'200305110000000000'~&~	~&~'37C1865A8F43E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00015281'~&~	~&~'200308030000000000'~&~	~&~'37C1865A8F42E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002216'~&~	~&~'A'~&~	~&~'Lab Tech V'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BA-PARK'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00015441'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F85E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002403'~&~	~&~'A'~&~	~&~'Lab. Tech IV'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00015441'~&~	~&~'200707290000000000'~&~	~&~'37C1865A8F84E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002403'~&~	~&~'A'~&~	~&~'Lecturer'~&~	~&~'Lecturer'~&~	~&~'IUBLA'~&~	~&~'BL-LARS'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00016117'~&~	~&~'190101010000000000'~&~	~&~'37C1865A907DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'000104'~&~	~&~'A'~&~	~&~'Lecturer'~&~	~&~'Lecturer'~&~	~&~'IUINA'~&~	~&~'IN-PSYC'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'AC1'~&~	~&~'FTX'~&~	~&~]RECORD
RECORD[~&~	~&~'00016150'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F81E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002454'~&~	~&~'A'~&~	~&~'Lecturer'~&~	~&~'Lecturer'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0I'~&~	~&~]RECORD
RECORD[~&~	~&~'00016310'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F7DE080E043814FD881E080'~&~	~&~'1'~&~	~&~'001481'~&~	~&~'A'~&~	~&~'Lecturer'~&~	~&~'Lecturer'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016310'~&~	~&~'200504010000000000'~&~	~&~'37C1865A8F7CE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004471'~&~	~&~'A'~&~	~&~'Media And Communications Coord'~&~	~&~'SUPP STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016310'~&~	~&~'200507010000000000'~&~	~&~'37C1865A8F7BE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004471'~&~	~&~'A'~&~	~&~'MetaCyt Information Mgr'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016324'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F88E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002232'~&~	~&~'A'~&~	~&~'MetaCyt Information Mgr'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00016324'~&~	~&~'200511110000000000'~&~	~&~'37C1865A8F87E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002232'~&~	~&~'A'~&~	~&~'Mgr Parking Oper'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0D'~&~	~&~]RECORD
RECORD[~&~	~&~'00016324'~&~	~&~'200512180000000000'~&~	~&~'37C1865A8F86E080E043814FD881E080'~&~	~&~'1'~&~	~&~'002288'~&~	~&~'A'~&~	~&~'Mgr Parking Oper'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'SS'~&~	~&~'0F'~&~	~&~]RECORD
RECORD[~&~	~&~'00016473'~&~	~&~'190101010000000000'~&~	~&~'37C1865A8F80E080E043814FD881E080'~&~	~&~'1'~&~	~&~'001514'~&~	~&~'A'~&~	~&~'Mgr, Lit Iupui & Regional Camp'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PA'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016473'~&~	~&~'200504010000000000'~&~	~&~'37C1865A8F7FE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004512'~&~	~&~'A'~&~	~&~'Mgr, Lit Iupui & Regional Camp'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'W'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
RECORD[~&~	~&~'00016473'~&~	~&~'200507010000000000'~&~	~&~'37C1865A8F7EE080E043814FD881E080'~&~	~&~'1'~&~	~&~'004512'~&~	~&~'A'~&~	~&~'Mgr. Of Parking Oper'~&~	~&~'PROF STF'~&~	~&~'IUBLA'~&~	~&~'BL-PSY'~&~	~&~'A'~&~	~&~'190101010000000000'~&~	~&~'Y'~&~	~&~'40.00'~&~	~&~'WN'~&~	~&~'R'~&~	~&~'1.00'~&~	~&~'PAO'~&~	~&~'10'~&~	~&~]RECORD
