HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~FINOBJ_BENE_TYP_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ACTV_IND::VARCHAR~&~	~&~LBR_BEN_RT_CAT_CD::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2400'~&~	~&~'G'~&~	~&~'988b4433-ccfa-4c95-af80-8b8c8849a1d0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2400'~&~	~&~'R'~&~	~&~'c899141e-cf11-4de0-9516-11b4e5a5070d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2401'~&~	~&~'F'~&~	~&~'35903ebd-ca86-4f54-b040-c936cee50d47'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2401'~&~	~&~'G'~&~	~&~'4af916de-e242-4d91-8061-a2a932105b59'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2401'~&~	~&~'R'~&~	~&~'133fb042-00d4-48c5-ab48-5a4308f591af'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2402'~&~	~&~'E'~&~	~&~'271e88b0-2897-4046-baa2-9f47470a42c0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2402'~&~	~&~'F'~&~	~&~'24dd41db-efce-4526-a3bd-1be1de4fe012'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2402'~&~	~&~'G'~&~	~&~'9a006ad7-426a-4ff7-83bd-596335e314de'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2403'~&~	~&~'F'~&~	~&~'478b31ce-3778-49be-bfe9-b85dab9dbbc2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2403'~&~	~&~'G'~&~	~&~'bb54fc88-9909-4a06-b58b-d72b92f86777'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2403'~&~	~&~'R'~&~	~&~'523a98e2-937a-46a7-afd2-2c4accd97906'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2404'~&~	~&~'E'~&~	~&~'d9452e5c-f03f-444d-88a9-2dff5aa4c06c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2404'~&~	~&~'F'~&~	~&~'559d7cd4-a9f7-4451-b92f-894756a52336'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2404'~&~	~&~'G'~&~	~&~'426a1892-8418-48d6-9953-b445951ef229'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2405'~&~	~&~'F'~&~	~&~'3682d84c-a490-44b8-bc3a-a5dd87633b3e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2405'~&~	~&~'G'~&~	~&~'4e8ef455-45c8-4de0-8951-26ccf44fc14c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2405'~&~	~&~'R'~&~	~&~'af7892a5-7254-4bb9-939d-09163023d234'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2408'~&~	~&~'E'~&~	~&~'453f0f48-3f8a-454f-bc8f-076436c68dab'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2408'~&~	~&~'F'~&~	~&~'f1ddd277-70a5-4ab4-a7cc-0ca822bf0fd2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2408'~&~	~&~'G'~&~	~&~'e6c2b288-8814-45b3-89e8-381731dd238d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2420'~&~	~&~'F'~&~	~&~'211ebe9b-7410-483b-93fd-59fc6fb2fa27'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2425'~&~	~&~'E'~&~	~&~'57a455ed-bdda-41fe-bad6-f6b99652991e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2425'~&~	~&~'F'~&~	~&~'7a51732d-0c3c-44dd-84ae-65e586c1d0f8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2425'~&~	~&~'G'~&~	~&~'ca05fa67-bdc0-43c9-9ce5-b75023de476d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2428'~&~	~&~'F'~&~	~&~'e39f46b4-4bad-4d8e-a2f7-7b04ade4d8e2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2450'~&~	~&~'F'~&~	~&~'1f9d197e-2257-4f6b-ae3f-9656508ab1fc'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2455'~&~	~&~'F'~&~	~&~'6d0cd62b-40e1-48c5-b0c1-b43a60fc673a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2458'~&~	~&~'F'~&~	~&~'25a35547-f75b-4665-bb2c-dbbb2cbec53e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2480'~&~	~&~'F'~&~	~&~'fce7b326-74b3-4eb1-ad10-e14b45f54af7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2480'~&~	~&~'G'~&~	~&~'a820b2f9-9de8-434b-8a5e-9f668a4573a2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2480'~&~	~&~'R'~&~	~&~'30f9b41a-5f7a-4f3a-8b42-eb0c689467dc'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2488'~&~	~&~'E'~&~	~&~'ceb8f4b6-e133-410f-88e6-eec65cdc7e6b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2488'~&~	~&~'F'~&~	~&~'1492d3e5-1f87-4d5c-98a3-00b0df0f6496'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2488'~&~	~&~'G'~&~	~&~'a8a9799c-5af9-4600-90eb-3bf0a95e89a6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2500'~&~	~&~'B'~&~	~&~'17ff4fa9-eb08-4e53-aa46-95a505d3741a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2500'~&~	~&~'F'~&~	~&~'48189828-aaa5-41e2-ad03-825679860f3b'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2500'~&~	~&~'G'~&~	~&~'afae3976-7e06-4110-96e4-ac75f22ae821'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2502'~&~	~&~'B'~&~	~&~'409eb0db-435f-4aea-9304-d558708eed70'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2502'~&~	~&~'F'~&~	~&~'7014ecb9-f307-48bd-bd33-089e152c0b4a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2502'~&~	~&~'G'~&~	~&~'29119ec6-1d7b-40f3-80c6-88a670211ee9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2504'~&~	~&~'B'~&~	~&~'ab500a42-720f-4cec-b33e-59d8a698f3d2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2504'~&~	~&~'F'~&~	~&~'6cb35a23-d035-41a3-b8de-b4c7fb35c704'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2504'~&~	~&~'G'~&~	~&~'be2a0c65-076d-4954-bbaf-a66d499b5f83'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2550'~&~	~&~'B'~&~	~&~'aadd400e-a224-42dd-b82d-f3228248fa28'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2550'~&~	~&~'F'~&~	~&~'7a371e8a-5c1a-4243-a864-0c298e3bf5d4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'2550'~&~	~&~'G'~&~	~&~'a8e4c377-b22c-4715-9ee8-9b0bba46a631'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3000'~&~	~&~'F'~&~	~&~'d63158de-0069-4fc0-8e17-6ebc9c5b8fc8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3050'~&~	~&~'B'~&~	~&~'84b2fbec-9166-409c-9e5f-b8be4f7048f2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3050'~&~	~&~'F'~&~	~&~'37925fd4-6147-4c1a-8c13-d55a82a817fe'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3100'~&~	~&~'B'~&~	~&~'02e4c881-ea0e-4e7f-8fb7-ddc5375583ac'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3100'~&~	~&~'F'~&~	~&~'6cb8acd1-7c87-438a-b4ac-023e9c0860e7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3150'~&~	~&~'F'~&~	~&~'dfe09767-765e-4033-9a36-e3c522f81a49'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3200'~&~	~&~'B'~&~	~&~'c552d5c4-b541-42b3-84de-86a0e03d26d4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3200'~&~	~&~'F'~&~	~&~'ade88dab-99a6-4d7e-9732-0b9382dfd4db'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3205'~&~	~&~'B'~&~	~&~'820d495a-c45e-4991-9b37-2db950f7e7c6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3205'~&~	~&~'F'~&~	~&~'2bd7dfef-0572-4cdd-b669-d8391f767905'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3210'~&~	~&~'B'~&~	~&~'9e400930-0a3e-45cb-9624-8f3d83ead7d5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3210'~&~	~&~'F'~&~	~&~'b5615645-5ed7-439b-a886-cb8bbcb74102'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3250'~&~	~&~'F'~&~	~&~'2207396b-5d37-4753-b5b4-f0bd0d5e5b7d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3300'~&~	~&~'N'~&~	~&~'550fd2d8-44b1-4622-a5b6-54807ef850cd'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3301'~&~	~&~'N'~&~	~&~'d2927d0d-9d46-4d8b-b609-f7ab2c926f16'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3302'~&~	~&~'F'~&~	~&~'720d8156-f024-478a-ac8e-7e1d6e8413b0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3304'~&~	~&~'F'~&~	~&~'e2e7bb90-29d0-4c67-bfbb-95ad2c69b8f3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3390'~&~	~&~'N'~&~	~&~'9ce7944b-5963-4d6d-b73a-e7b45ce19779'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3391'~&~	~&~'N'~&~	~&~'0a6ee692-e587-45d2-8899-2763cb16a289'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3392'~&~	~&~'F'~&~	~&~'686f2f3c-05ce-4b8c-a203-dc7db571f550'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3394'~&~	~&~'F'~&~	~&~'58224307-c3ea-4c58-b6db-3c02fd84252e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3400'~&~	~&~'N'~&~	~&~'ff034607-a432-4497-87f0-6a383592e7f8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3401'~&~	~&~'N'~&~	~&~'bfb4d39d-ddc1-44c6-bfb3-3b14da4cec14'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3402'~&~	~&~'F'~&~	~&~'00946961-5039-43e6-9d9d-9b8ccf8ddcd8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3404'~&~	~&~'F'~&~	~&~'fd9abe67-9d96-4f25-9759-410094b0ebb7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3500'~&~	~&~'N'~&~	~&~'7b497093-fc8c-4fab-aa84-4ade8b91394d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3600'~&~	~&~'N'~&~	~&~'fdea03dd-ab6a-43e8-8e87-d7413c157d1d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3700'~&~	~&~'N'~&~	~&~'97e59cea-3d9f-42b2-a6d8-2e5020a68a4a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3800'~&~	~&~'N'~&~	~&~'345d7d9e-cd14-4a7d-bc01-6ba522680a8d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3801'~&~	~&~'N'~&~	~&~'da368624-f574-4fd6-bd86-20704ea37696'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3802'~&~	~&~'F'~&~	~&~'717c4bb4-08b7-4ae8-aeb7-8c221f33ba68'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3804'~&~	~&~'F'~&~	~&~'d7f30e73-de7e-495f-a3e1-8e3e6e9cb1a2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3850'~&~	~&~'N'~&~	~&~'39e73c86-3780-4083-b310-1465cbabf3c6'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3851'~&~	~&~'N'~&~	~&~'c87d4d12-0f6b-4827-9c02-73826aaf7691'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3852'~&~	~&~'F'~&~	~&~'30546cc7-f59c-4139-b076-4bdf00ebfeb0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3854'~&~	~&~'F'~&~	~&~'858d02e8-1359-4d17-b583-3e81a5e5bcf7'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3900'~&~	~&~'N'~&~	~&~'e8bd8231-55e1-4f71-8a9f-bf4c2b174316'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3901'~&~	~&~'N'~&~	~&~'eca0551f-d246-4c07-9990-c542f6ddc21e'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3910'~&~	~&~'N'~&~	~&~'2c2070a0-bd63-455f-a523-43f70784db59'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3911'~&~	~&~'N'~&~	~&~'e461876c-d6f0-41d2-abc3-407cabcf3907'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3950'~&~	~&~'N'~&~	~&~'cf4e9d17-acf7-46f6-8cc2-48c53aa13f3d'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3951'~&~	~&~'N'~&~	~&~'8df17e1e-8d8e-49ca-b90f-aee78752cab2'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3952'~&~	~&~'F'~&~	~&~'aab136fe-5e0a-4179-8561-571af2e683d5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3960'~&~	~&~'N'~&~	~&~'490fc803-7f96-4ae8-8452-18c6f774de32'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3961'~&~	~&~'N'~&~	~&~'da070b8a-c96a-42a9-bfc5-3332b0abb582'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3962'~&~	~&~'F'~&~	~&~'93f8bbaf-afef-47b3-8308-57196997f8ca'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'3964'~&~	~&~'F'~&~	~&~'5ac748b5-e10f-4076-a869-3e4c9b72cee8'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'4580'~&~	~&~'F'~&~	~&~'41901b18-d509-4950-9479-2892f8748ef3'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'4581'~&~	~&~'N'~&~	~&~'83160638-afb2-4539-89cc-f415d5da52e0'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'4588'~&~	~&~'F'~&~	~&~'073217ea-3f0f-4384-b3ae-d6eeb6671919'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'4590'~&~	~&~'N'~&~	~&~'20c8ec5a-a9ad-4983-aceb-70e49a13768c'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5400'~&~	~&~'N'~&~	~&~'fb1e75f9-7200-45f6-b119-e965f1e19d12'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5410'~&~	~&~'N'~&~	~&~'03922b65-18cf-42e4-9cb6-9df42905ddc4'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5630'~&~	~&~'N'~&~	~&~'bb8842a5-334d-42dd-a094-74861551af99'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5631'~&~	~&~'N'~&~	~&~'8f11d95f-90dc-4981-8e49-cbbb0d7bd059'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5820'~&~	~&~'N'~&~	~&~'9d222840-5863-4e8c-ac46-de1a6e7fb2bb'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'NW'~&~	~&~'5821'~&~	~&~'N'~&~	~&~'bd8899ed-8754-46a3-a312-9bbd97e1376a'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'SB'~&~	~&~'2000'~&~	~&~'F'~&~	~&~'898f4b2c-0663-4a2c-abab-b76cf65cc550'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'SB'~&~	~&~'2000'~&~	~&~'G'~&~	~&~'a166610a-263d-4d67-8588-ea9d1518c86f'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'SB'~&~	~&~'2000'~&~	~&~'R'~&~	~&~'da9587d5-14d3-4143-bf95-8b2d5e069d76'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'SB'~&~	~&~'2001'~&~	~&~'F'~&~	~&~'5f93ad9c-f386-4fdf-add5-b85f7e93ffd9'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
RECORD[~&~	~&~'2020'~&~	~&~'SB'~&~	~&~'2001'~&~	~&~'G'~&~	~&~'16ce93cd-0ef0-42c2-b9aa-a6cab61de2e5'~&~	~&~'2'~&~	~&~'Y'~&~	~&~NULL~&~	~&~]RECORD
