HEADER[~&~	~&~UNIV_FISCAL_YR::DECIMAL~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJ_SUB_TYPE_CD::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~CPTLZTN_FOBJ_CD::VARCHAR~&~	~&~ACCUM_DEPR_FOBJ_CD::VARCHAR~&~	~&~DEPR_EXP_FOBJ_CD::VARCHAR~&~	~&~ROW_ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'BI'~&~	~&~'0ca28ae8-f7d4-4cfd-a1d7-bd43ac6bc7c5'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'BR'~&~	~&~'0cab8140-688a-4e31-b596-bfdc5a9f8972'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'BX'~&~	~&~'aab38034-532d-4a3c-8460-95b70d0d8aba'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'BY'~&~	~&~'c7c6d80a-4f4d-48b4-a6c6-8d56357bfc93'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'C1'~&~	~&~'aeffa2b4-0b6f-4edc-8450-78593459b72b'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'C2'~&~	~&~'b9d1041b-5380-4be8-95d9-1a29cfa2807d'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'CF'~&~	~&~'105feb43-982e-4dd8-b2fc-e6f9ff507d5e'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'CL'~&~	~&~'66ab17c6-cf27-49fd-a948-05de8242a4ef'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'CM'~&~	~&~'321e781e-df5a-4770-bb8c-2543928fdb82'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'CO'~&~	~&~'ee09b427-0d24-4d8f-999a-ee16cced7a7e'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'CP'~&~	~&~'c199f0c8-fb11-4d84-aed9-197a670f2741'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'ES'~&~	~&~'3806bb35-9eae-44c7-a348-b9509fd2d21f'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'IF'~&~	~&~'abdd0594-33d3-4588-8e61-b85ad15ee4a8'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'LA'~&~	~&~'9807a4b0-aaa8-4f9d-8050-dbf0e1728356'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'LE'~&~	~&~'041a52e5-3f83-47fa-bfa1-b4ff70180ab8'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'LF'~&~	~&~'04bec162-ca0d-4624-a120-8123886475f4'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'LI'~&~	~&~'ace7b952-be1c-4bcf-b109-b22a8b6ef826'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'LR'~&~	~&~'008e13f0-85cc-4b80-b052-7f5e208df820'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'UC'~&~	~&~'a177730e-4351-4707-bdb9-7badd99fc1a6'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'UF'~&~	~&~'856a307a-2b75-4c4a-878a-45f56e5e6481'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'SE'~&~	~&~'UO'~&~	~&~'4144db85-054d-4c4c-9341-a65002c51a0e'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'AM'~&~	~&~'7706a9e9-05ac-4261-8e3e-bde209a44cc5'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'BD'~&~	~&~'737164e6-9a48-455b-ae5f-865077f87699'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'BF'~&~	~&~'dc3dc539-f130-454b-9783-557d12d3041e'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'BI'~&~	~&~'f0b35784-35ba-44a2-bdb2-42a61309fac3'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'BR'~&~	~&~'cf77aa65-6c67-48d0-aa0c-0f662c1fb079'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'BY'~&~	~&~'b6d4b0dc-c943-4c85-b06a-e0f227ae6628'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'C1'~&~	~&~'00ce2931-d2bd-4098-8f67-3861b216d442'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'C2'~&~	~&~'fdd4d468-ada2-47ec-a1bc-989e88c44920'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'CF'~&~	~&~'4ec0890b-0c01-4001-bd4f-7aa42396e568'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'CL'~&~	~&~'4b5c8144-1230-4e3d-8b36-5eb735908afb'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'CM'~&~	~&~'b455179c-0e71-4584-81f4-0d39de23796f'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'CO'~&~	~&~'5d76b894-9fe4-491c-8ae1-1628260c14f9'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'CP'~&~	~&~'e4e6706f-9514-4d96-adc1-0d52d6126fa5'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'ES'~&~	~&~'610206aa-31b7-44bb-a15b-2738ce4a581a'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'IF'~&~	~&~'3ac9693c-e9eb-4796-bdea-24807a2d4ae1'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'LA'~&~	~&~'e5ae70f8-a2cb-4572-9838-f828c44bf433'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'LE'~&~	~&~'3a1c3ec3-f1be-4d9b-b54f-1bfd153c0dca'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'LF'~&~	~&~'a61e7193-0496-464a-b7e2-65a04a35ac6c'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'LI'~&~	~&~'90445ad5-c8ea-48a9-b416-c5fde1c53705'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'LR'~&~	~&~'abeed0aa-33c1-41ca-9439-bac6708c7cb9'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'UC'~&~	~&~'c6c17baf-406a-4942-8d6e-71217ced3a30'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'UF'~&~	~&~'5477b2e9-1fd1-4aab-bb51-85e18310bf36'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2018'~&~	~&~'UA'~&~	~&~'UO'~&~	~&~'66d378c7-158a-4c44-8112-ff22b9856e90'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'AM'~&~	~&~'788cdf23-0e54-4f75-803d-6b9a962de0d6'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'BD'~&~	~&~'1a5028f2-d912-426f-93e7-08c534ec3244'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'BF'~&~	~&~'43e5faaf-2527-49d0-9bfe-771d05984bb0'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'BI'~&~	~&~'4cba3904-1160-4d2d-97de-7be6470d16cd'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'BR'~&~	~&~'04a7bff4-1c5b-45fc-8b12-770ca2d9bc02'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'BY'~&~	~&~'ac8ef812-55f8-407f-9757-aa6a8bdf9afe'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'C1'~&~	~&~'c9ace939-7fec-4561-a2de-0ef213b0a36c'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'C2'~&~	~&~'34bf08a8-71a8-4a6b-84cc-e81e457c5f01'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'CF'~&~	~&~'c10f6b27-d8f4-45e2-b0ff-2ed878eb5190'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'CL'~&~	~&~'f18e77ef-d1fd-40c6-b477-df70e2a16d52'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'CM'~&~	~&~'b3047b63-f159-4bcb-8ef4-0e33c0cabd62'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'CO'~&~	~&~'e52e4eb6-4175-4d35-907f-6b8f8f2f1cd6'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'CP'~&~	~&~'3010686a-5898-4adb-9e8e-72454ec0cebd'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'ES'~&~	~&~'9eeda402-9aec-4723-b228-99f7ae961ab7'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'IF'~&~	~&~'88c27597-3164-4b52-a004-ad76f0161584'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'LA'~&~	~&~'07eb2503-f667-4f45-ace8-0dce8129aace'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'LE'~&~	~&~'fe246d94-062f-49f8-8fdd-781743d3ee62'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'LF'~&~	~&~'b87b3c59-f973-4360-be08-6c6ad1e5294e'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'LI'~&~	~&~'921ac5ee-1c7a-484c-ba39-a912ef122624'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'LR'~&~	~&~'42d7b61f-320c-418e-8fb8-5b0c28a57d0a'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'NA'~&~	~&~'3e3fd963-5e30-4448-b150-a79cbd1ad8ca'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'UC'~&~	~&~'d3325974-ae4a-4bba-ab0d-f5f5d3693321'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'UF'~&~	~&~'b75176fd-286e-4218-b0b4-472c11f2b8ce'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BA'~&~	~&~'UO'~&~	~&~'7e4a8329-8a4d-453f-8341-b22ccdd11e91'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'AM'~&~	~&~'55574d95-f98b-40a3-9ef8-e2ec18d54c16'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BD'~&~	~&~'d3fcf907-998b-4ed7-8e64-4fc131b67c1d'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BF'~&~	~&~'16ae5099-054e-40ed-9034-83b926f6ee25'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BI'~&~	~&~'d3c3bcfb-6dfb-4792-a95c-deafbbff2939'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BR'~&~	~&~'e9a46941-4863-42f9-8929-58b4b31fa71f'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BX'~&~	~&~'cc6377ed-adfa-44e4-8fa3-5f07ad3c2632'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'BY'~&~	~&~'4f5f7b9a-2547-4e97-b2aa-aace13a0b36e'~&~	~&~'2'~&~	~&~'8641'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'C1'~&~	~&~'7cfd6639-cf89-4bf5-bead-a2181ff55136'~&~	~&~'2'~&~	~&~'8627'~&~	~&~'8927'~&~	~&~'5127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'C2'~&~	~&~'326ce166-554a-4040-8931-4f9707dbf830'~&~	~&~'2'~&~	~&~'8628'~&~	~&~'8928'~&~	~&~'5128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CF'~&~	~&~'0ae5552c-958a-4e2d-84fd-470a5ef456b3'~&~	~&~'2'~&~	~&~'8611'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CL'~&~	~&~'b1b3396a-99d0-4f52-82d1-668adcc67a4c'~&~	~&~'2'~&~	~&~'9603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CM'~&~	~&~'d2138e51-9e3d-40f3-b933-4b92ca372c22'~&~	~&~'2'~&~	~&~'8610'~&~	~&~'8910'~&~	~&~'5115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CO'~&~	~&~'4d185dfc-7c91-453a-80cd-d8c52777a305'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'CP'~&~	~&~'2dcea11e-251a-4661-992d-4f015a66ec06'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'ES'~&~	~&~'a6cb519a-41ef-4a4f-a015-6d503c508838'~&~	~&~'2'~&~	~&~'8630'~&~	~&~'8930'~&~	~&~'5156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'IF'~&~	~&~'d4d62268-0700-42c5-bdeb-4bcb67271958'~&~	~&~'2'~&~	~&~'8604'~&~	~&~'8904'~&~	~&~'5157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'LA'~&~	~&~'f156f291-4c11-43b2-9f4c-69861738c6c0'~&~	~&~'2'~&~	~&~'8603'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'LE'~&~	~&~'4c4993d3-c5ce-48cb-a409-6893a5920fd5'~&~	~&~'2'~&~	~&~'8608'~&~	~&~'8908'~&~	~&~'5158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'LF'~&~	~&~'262cf01d-7133-4879-acb7-8d7e4cb475b6'~&~	~&~'2'~&~	~&~'8614'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'LI'~&~	~&~'712263a0-2e9a-4944-8770-2de0a2d5b470'~&~	~&~'2'~&~	~&~'8613'~&~	~&~'8913'~&~	~&~'5159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'LR'~&~	~&~'5a162a43-025f-49cd-b082-77b68688b0b2'~&~	~&~'2'~&~	~&~'8665'~&~	~&~'8965'~&~	~&~'5119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'UC'~&~	~&~'1ac2c8de-4feb-47cd-b27a-733124b9263e'~&~	~&~'2'~&~	~&~'8618'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'UF'~&~	~&~'786c2151-7c52-44de-9fca-b6b210078577'~&~	~&~'2'~&~	~&~'8619'~&~	~&~'8933'~&~	~&~'5133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'BL'~&~	~&~'UO'~&~	~&~'53821d74-b279-4155-bd68-3b4700daedf5'~&~	~&~'2'~&~	~&~NULL~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'AM'~&~	~&~'2e4d119a-bb28-44a4-8cb3-4e3ebb3cc5d4'~&~	~&~'2'~&~	~&~'8615'~&~	~&~NULL~&~	~&~NULL~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BD'~&~	~&~'0cdb7901-2127-4d9a-8abd-8d2cde06b09e'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8901'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BF'~&~	~&~'b05f19f3-3d68-434d-b2c5-c260714ad61f'~&~	~&~'2'~&~	~&~'8605'~&~	~&~'8905'~&~	~&~'5112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BI'~&~	~&~'6372992b-f440-4e65-9950-9493ce331e4c'~&~	~&~'2'~&~	~&~'8629'~&~	~&~'8929'~&~	~&~'5129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BR'~&~	~&~'8f574e43-c3b7-4e96-8027-07a78661a188'~&~	~&~'2'~&~	~&~'8601'~&~	~&~'8907'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'2019'~&~	~&~'EA'~&~	~&~'BX'~&~	~&~'375e43e6-2607-4599-b624-95319a731283'~&~	~&~'2'~&~	~&~'8640'~&~	~&~'8945'~&~	~&~'5117'~&~	~&~'Y'~&~	~&~]RECORD
