HEADER[~&~	~&~ROLE_PERM_ID::VARCHAR~&~	~&~OBJ_ID::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~ROLE_ID::VARCHAR~&~	~&~PERM_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'KFS652'~&~	~&~'KFS652'~&~	~&~'1'~&~	~&~'93'~&~	~&~'353'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS653'~&~	~&~'KFS653'~&~	~&~'1'~&~	~&~'62'~&~	~&~'102'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS654'~&~	~&~'KFS654'~&~	~&~'1'~&~	~&~'54'~&~	~&~'354'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS655'~&~	~&~'KFS655'~&~	~&~'1'~&~	~&~'39'~&~	~&~'206'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS656'~&~	~&~'KFS656'~&~	~&~'1'~&~	~&~'66'~&~	~&~'355'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS657'~&~	~&~'KFS657'~&~	~&~'1'~&~	~&~'62'~&~	~&~'97'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS658'~&~	~&~'KFS658'~&~	~&~'1'~&~	~&~'22'~&~	~&~'356'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS659'~&~	~&~'KFS659'~&~	~&~'1'~&~	~&~'44'~&~	~&~'357'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS66'~&~	~&~'KFS66'~&~	~&~'1'~&~	~&~'34'~&~	~&~'49'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS660'~&~	~&~'KFS660'~&~	~&~'1'~&~	~&~'62'~&~	~&~'357'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS661'~&~	~&~'KFS661'~&~	~&~'1'~&~	~&~'66'~&~	~&~'358'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS662'~&~	~&~'KFS662'~&~	~&~'1'~&~	~&~'83'~&~	~&~'354'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS663'~&~	~&~'KFS663'~&~	~&~'1'~&~	~&~'62'~&~	~&~'360'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS664'~&~	~&~'KFS664'~&~	~&~'1'~&~	~&~'11'~&~	~&~'361'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS665'~&~	~&~'KFS665'~&~	~&~'1'~&~	~&~'44'~&~	~&~'362'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS666'~&~	~&~'KFS666'~&~	~&~'1'~&~	~&~'54'~&~	~&~'363'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS667'~&~	~&~'KFS667'~&~	~&~'1'~&~	~&~'32'~&~	~&~'363'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS668'~&~	~&~'KFS668'~&~	~&~'1'~&~	~&~'54'~&~	~&~'88'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS669'~&~	~&~'KFS669'~&~	~&~'1'~&~	~&~'32'~&~	~&~'88'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS67'~&~	~&~'KFS67'~&~	~&~'1'~&~	~&~'46'~&~	~&~'49'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS670'~&~	~&~'KFS670'~&~	~&~'1'~&~	~&~'49'~&~	~&~'364'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS671'~&~	~&~'KFS671'~&~	~&~'1'~&~	~&~'22'~&~	~&~'365'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS672'~&~	~&~'KFS672'~&~	~&~'1'~&~	~&~'22'~&~	~&~'366'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS673'~&~	~&~'KFS673'~&~	~&~'1'~&~	~&~'22'~&~	~&~'367'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS674'~&~	~&~'KFS674'~&~	~&~'1'~&~	~&~'22'~&~	~&~'368'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS675'~&~	~&~'KFS675'~&~	~&~'1'~&~	~&~'44'~&~	~&~'205'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS676'~&~	~&~'KFS676'~&~	~&~'1'~&~	~&~'2'~&~	~&~'360'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS677'~&~	~&~'KFS677'~&~	~&~'1'~&~	~&~'4'~&~	~&~'369'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS678'~&~	~&~'KFS678'~&~	~&~'1'~&~	~&~'2'~&~	~&~'369'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS679'~&~	~&~'KFS679'~&~	~&~'1'~&~	~&~'66'~&~	~&~'371'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS680'~&~	~&~'KFS680'~&~	~&~'1'~&~	~&~'11'~&~	~&~'372'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS681'~&~	~&~'KFS681'~&~	~&~'1'~&~	~&~'22'~&~	~&~'373'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS682'~&~	~&~'KFS682'~&~	~&~'1'~&~	~&~'22'~&~	~&~'374'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS684'~&~	~&~'KFS684'~&~	~&~'1'~&~	~&~'6'~&~	~&~'375'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS685'~&~	~&~'KFS685'~&~	~&~'1'~&~	~&~'6'~&~	~&~'376'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS686'~&~	~&~'KFS686'~&~	~&~'1'~&~	~&~'5'~&~	~&~'377'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS687'~&~	~&~'KFS687'~&~	~&~'1'~&~	~&~'35'~&~	~&~'377'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS688'~&~	~&~'KFS688'~&~	~&~'1'~&~	~&~'53'~&~	~&~'61'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS689'~&~	~&~'KFS689'~&~	~&~'1'~&~	~&~'53'~&~	~&~'62'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS690'~&~	~&~'KFS690'~&~	~&~'1'~&~	~&~'53'~&~	~&~'63'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS691'~&~	~&~'KFS691'~&~	~&~'1'~&~	~&~'53'~&~	~&~'64'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS693'~&~	~&~'KFS693'~&~	~&~'1'~&~	~&~'54'~&~	~&~'379'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS694'~&~	~&~'KFS694'~&~	~&~'1'~&~	~&~'37'~&~	~&~'380'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS696'~&~	~&~'KFS696'~&~	~&~'1'~&~	~&~'60'~&~	~&~'381'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS697'~&~	~&~'KFS697'~&~	~&~'1'~&~	~&~'70'~&~	~&~'381'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS698'~&~	~&~'KFS698'~&~	~&~'1'~&~	~&~'59'~&~	~&~'382'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS699'~&~	~&~'KFS699'~&~	~&~'1'~&~	~&~'59'~&~	~&~'383'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS70'~&~	~&~'KFS70'~&~	~&~'1'~&~	~&~'38'~&~	~&~'51'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS703'~&~	~&~'KFS703'~&~	~&~'1'~&~	~&~'50'~&~	~&~'260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS707'~&~	~&~'KFS707'~&~	~&~'1'~&~	~&~'17'~&~	~&~'385'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS708'~&~	~&~'KFS708'~&~	~&~'1'~&~	~&~'50'~&~	~&~'212'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS71'~&~	~&~'KFS71'~&~	~&~'1'~&~	~&~'62'~&~	~&~'52'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS710'~&~	~&~'KFS710'~&~	~&~'1'~&~	~&~'19'~&~	~&~'386'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS711'~&~	~&~'KFS711'~&~	~&~'1'~&~	~&~'19'~&~	~&~'387'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS712'~&~	~&~'KFS712'~&~	~&~'1'~&~	~&~'54'~&~	~&~'390'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS713'~&~	~&~'KFS713'~&~	~&~'1'~&~	~&~'54'~&~	~&~'391'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS714'~&~	~&~'KFS714'~&~	~&~'1'~&~	~&~'32'~&~	~&~'391'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS715'~&~	~&~'KFS715'~&~	~&~'1'~&~	~&~'54'~&~	~&~'392'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS716'~&~	~&~'KFS716'~&~	~&~'1'~&~	~&~'32'~&~	~&~'392'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS718'~&~	~&~'KFS718'~&~	~&~'1'~&~	~&~'61'~&~	~&~'54'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS719'~&~	~&~'KFS719'~&~	~&~'1'~&~	~&~'KFS98'~&~	~&~'260'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS721'~&~	~&~'KFS721'~&~	~&~'1'~&~	~&~'KFS98'~&~	~&~'326'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS722'~&~	~&~'KFS722'~&~	~&~'1'~&~	~&~'70'~&~	~&~'212'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS73'~&~	~&~'KFS73'~&~	~&~'1'~&~	~&~'39'~&~	~&~'54'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS74'~&~	~&~'KFS74'~&~	~&~'1'~&~	~&~'37'~&~	~&~'55'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS75'~&~	~&~'KFS75'~&~	~&~'1'~&~	~&~'37'~&~	~&~'56'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS77'~&~	~&~'KFS77'~&~	~&~'1'~&~	~&~'44'~&~	~&~'58'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS78'~&~	~&~'KFS78'~&~	~&~'1'~&~	~&~'33'~&~	~&~'59'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS79'~&~	~&~'KFS79'~&~	~&~'1'~&~	~&~'39'~&~	~&~'60'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS8'~&~	~&~'KFS8'~&~	~&~'1'~&~	~&~'2'~&~	~&~'8'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS80'~&~	~&~'KFS80'~&~	~&~'1'~&~	~&~'37'~&~	~&~'61'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS81'~&~	~&~'KFS81'~&~	~&~'1'~&~	~&~'46'~&~	~&~'61'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS82'~&~	~&~'KFS82'~&~	~&~'1'~&~	~&~'37'~&~	~&~'62'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS83'~&~	~&~'KFS83'~&~	~&~'1'~&~	~&~'46'~&~	~&~'62'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS84'~&~	~&~'KFS84'~&~	~&~'1'~&~	~&~'37'~&~	~&~'63'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS85'~&~	~&~'KFS85'~&~	~&~'1'~&~	~&~'46'~&~	~&~'63'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS86'~&~	~&~'KFS86'~&~	~&~'1'~&~	~&~'37'~&~	~&~'64'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS87'~&~	~&~'KFS87'~&~	~&~'1'~&~	~&~'46'~&~	~&~'64'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS88'~&~	~&~'KFS88'~&~	~&~'1'~&~	~&~'38'~&~	~&~'65'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS89'~&~	~&~'KFS89'~&~	~&~'1'~&~	~&~'16'~&~	~&~'66'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS9'~&~	~&~'KFS9'~&~	~&~'1'~&~	~&~'49'~&~	~&~'9'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS90'~&~	~&~'KFS90'~&~	~&~'1'~&~	~&~'16'~&~	~&~'67'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS93'~&~	~&~'KFS93'~&~	~&~'1'~&~	~&~'11'~&~	~&~'69'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS94'~&~	~&~'KFS94'~&~	~&~'1'~&~	~&~'13'~&~	~&~'70'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS95'~&~	~&~'KFS95'~&~	~&~'1'~&~	~&~'44'~&~	~&~'71'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS96'~&~	~&~'KFS96'~&~	~&~'1'~&~	~&~'62'~&~	~&~'72'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS97'~&~	~&~'KFS97'~&~	~&~'1'~&~	~&~'45'~&~	~&~'74'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS98'~&~	~&~'KFS98'~&~	~&~'1'~&~	~&~'45'~&~	~&~'75'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS99'~&~	~&~'KFS99'~&~	~&~'1'~&~	~&~'17'~&~	~&~'76'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSAR5340RP'~&~	~&~'KFSAR5340RP'~&~	~&~'1'~&~	~&~'KFSAR5340R'~&~	~&~'KFSAR5340P'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSAR6012-1'~&~	~&~'KFSAR6012-1'~&~	~&~'1'~&~	~&~'2'~&~	~&~'KFSAR6012'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSAR6732-1'~&~	~&~'KFSAR6732-1'~&~	~&~'1'~&~	~&~'30'~&~	~&~'KFSAR6732'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSAR6732-2'~&~	~&~'KFSAR6732-2'~&~	~&~'1'~&~	~&~'60'~&~	~&~'KFSAR6732'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB-1558-RLPRM1'~&~	~&~'KFSCNTRB-1558-RLPRM1'~&~	~&~'1'~&~	~&~'54'~&~	~&~'KFSCNTRB-1558-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB-762-RLPRM1'~&~	~&~'KFSCNTRB-762-RLPRM1'~&~	~&~'1'~&~	~&~'54'~&~	~&~'KFSCNTRB-762-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB1343-RLPRM1-1'~&~	~&~'KFSCNTRB1343-RLPRM1-1'~&~	~&~'1'~&~	~&~'3'~&~	~&~'KFSCNTRB1343-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB1343-RLPRM1-2'~&~	~&~'KFSCNTRB1343-RLPRM1-2'~&~	~&~'1'~&~	~&~'44'~&~	~&~'KFSCNTRB1343-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB162-RLPRM1'~&~	~&~'KFSCNTRB162-RLPRM1'~&~	~&~'1'~&~	~&~'56'~&~	~&~'KFSCNTRB162-PRM'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB199-RP1'~&~	~&~'KFSCNTRB199-RP1'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSCNTRB199-P1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB199-RP2'~&~	~&~'KFSCNTRB199-RP2'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSCNTRB199-P2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB65-RLPRM1'~&~	~&~'KFSCNTRB65-RLPRM1'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSCNTRB65-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM1'~&~	~&~'KFSCNTRB705-RLPRM1'~&~	~&~'1'~&~	~&~'20'~&~	~&~'KFSCNTRB705-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM2'~&~	~&~'KFSCNTRB705-RLPRM2'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM3'~&~	~&~'KFSCNTRB705-RLPRM3'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM3'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM4'~&~	~&~'KFSCNTRB705-RLPRM4'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM4'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM5'~&~	~&~'KFSCNTRB705-RLPRM5'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM5'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM6'~&~	~&~'KFSCNTRB705-RLPRM6'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM6'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCNTRB705-RLPRM7'~&~	~&~'KFSCNTRB705-RLPRM7'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSCNTRB705-PRM7'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCOA1'~&~	~&~'KFSCOA1'~&~	~&~'1'~&~	~&~'54'~&~	~&~'1106'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSCOA2'~&~	~&~'KFSCOA2'~&~	~&~'1'~&~	~&~'62'~&~	~&~'1106'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSLD1'~&~	~&~'KFSLD1'~&~	~&~'1'~&~	~&~'45'~&~	~&~'1105'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI6886-RLPRM1'~&~	~&~'KFSMI6886-RLPRM1'~&~	~&~'1'~&~	~&~'KFSMI6886-ROLE'~&~	~&~'KFSMI6886-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI6886-RLPRM2'~&~	~&~'KFSMI6886-RLPRM2'~&~	~&~'1'~&~	~&~'KFSMI6886-ROLE'~&~	~&~'KFSMI6886-PRM2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI6886-RLPRM3'~&~	~&~'KFSMI6886-RLPRM3'~&~	~&~'1'~&~	~&~'KFSMI6886-ROLE'~&~	~&~'KFSMI6886-PRM3'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI6886-RLPRM4'~&~	~&~'KFSMI6886-RLPRM4'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSMI6886-PRM3'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI7041-RLPRM1'~&~	~&~'KFSMI7041-RLPRM1'~&~	~&~'1'~&~	~&~'54'~&~	~&~'KFSMI7041-PRM'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI8146'~&~	~&~'KFSMI8146'~&~	~&~'1'~&~	~&~'83'~&~	~&~'259'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI8342-RLPRM'~&~	~&~'KFSMI8342-RLPRM'~&~	~&~'1'~&~	~&~'39'~&~	~&~'KFSMI8342-PRM'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI8893-RLPRM1'~&~	~&~'KFSMI8893-RLPRM1'~&~	~&~'1'~&~	~&~'60'~&~	~&~'KFSMI8893-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI8906-RLPRM'~&~	~&~'KFSMI8906-RLPRM'~&~	~&~'1'~&~	~&~'26'~&~	~&~'KFSMI8906-PRM'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI8944-RLPRM'~&~	~&~'KFSMI8944-RLPRM'~&~	~&~'1'~&~	~&~'66'~&~	~&~'KFSMI8944-PRM'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI9071-RLPRM1'~&~	~&~'KFSMI9071-RLPRM1'~&~	~&~'1'~&~	~&~'54'~&~	~&~'KFSMI9071-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI9598-RLPRM1'~&~	~&~'KFSMI9598-RLPRM1'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSMI9598-PRM1'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI9598-RLPRM2'~&~	~&~'KFSMI9598-RLPRM2'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSMI9598-PRM2'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSMI9598-RLPRM3'~&~	~&~'KFSMI9598-RLPRM3'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSMI9598-PRM3'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSPDP8271-01'~&~	~&~'KFSPDP8271-01'~&~	~&~'1'~&~	~&~'KFSMI6886-ROLE'~&~	~&~'89'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSPURAP6940-01'~&~	~&~'KFSPURAP6940-01'~&~	~&~'1'~&~	~&~'26'~&~	~&~'KFSPURAP6940'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6001-1'~&~	~&~'KFSSEC6001-1'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSSEC6001'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6001-2'~&~	~&~'KFSSEC6001-2'~&~	~&~'1'~&~	~&~'44'~&~	~&~'KFSSEC6001'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6002-1'~&~	~&~'KFSSEC6002-1'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSSEC6002'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6002-2'~&~	~&~'KFSSEC6002-2'~&~	~&~'1'~&~	~&~'44'~&~	~&~'KFSSEC6002'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6003-1'~&~	~&~'KFSSEC6003-1'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSSEC6003'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6003-2'~&~	~&~'KFSSEC6003-2'~&~	~&~'1'~&~	~&~'44'~&~	~&~'KFSSEC6003'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6004-1'~&~	~&~'KFSSEC6004-1'~&~	~&~'1'~&~	~&~'51'~&~	~&~'KFSSEC6004'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSEC6004-2'~&~	~&~'KFSSEC6004-2'~&~	~&~'1'~&~	~&~'44'~&~	~&~'KFSSEC6004'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSYS6007-1'~&~	~&~'KFSSYS6007-1'~&~	~&~'1'~&~	~&~'12'~&~	~&~'KFSSYS6007'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFSSYS6007-2'~&~	~&~'KFSSYS6007-2'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSSYS6007'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS_OPS_EDIT_PERIOD'~&~	~&~'KFS_OPS_EDIT_PERIOD'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSSYS7145b'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KFS_OPS_VIEW_PERIOD'~&~	~&~'KFS_OPS_VIEW_PERIOD'~&~	~&~'1'~&~	~&~'45'~&~	~&~'KFSSYS7145a'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KR1000'~&~	~&~'D0C288607978E015E0406E0AC31D23C6'~&~	~&~'1'~&~	~&~'KR1001'~&~	~&~'KR1000'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'KR1001'~&~	~&~'D0C288607979E015E0406E0AC31D23C6'~&~	~&~'1'~&~	~&~'KR1001'~&~	~&~'181'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PREQ_SU_DISAPPROVE_OPS'~&~	~&~'PREQ_SU_DISAPPROVE_OPS'~&~	~&~'1'~&~	~&~'45'~&~	~&~'PREQ_SU_DISAPPROVE'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PREQ_SU_DISAPPROVE_SYSUSER'~&~	~&~'PREQ_SU_DISAPPROVE_SYSUSER'~&~	~&~'1'~&~	~&~'62'~&~	~&~'PREQ_SU_DISAPPROVE'~&~	~&~'Y'~&~	~&~]RECORD
