HEADER[~&~	~&~PERSON_UNVL_ID::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~ORG_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~RPTS_TO_FIN_COA_CD::VARCHAR~&~	~&~RPTS_TO_ORG_CD::VARCHAR~&~	~&~PULL_FLAG::DECIMAL~&~	~&~]HEADER
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LFIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LGED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EDUC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LHIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LHPR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LHR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LADM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LIFE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LINF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIT'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LING'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LIT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LLAB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LLC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LLIB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LMAT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LOAN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LPL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LPRV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LRCS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LRCS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LREF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LRCS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LSL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LSLS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LSRT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LTS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LIBR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LUGL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LACS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LWAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LWAS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LWBD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LWBS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LAWS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'LWHM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MAIL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SPMG'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MAP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MART'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MATH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MBA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MBAL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MCOM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MEMI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MEST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MGMT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MILS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MJAZ'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MKSV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'AXSV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MKTG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MLAM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MMUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MRI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUAC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUAM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUAR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUAT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUBA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUCA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUEN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUDV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUED'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUEN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUFA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUFR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUGS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUHI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUHR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUIT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MULB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MULT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUMA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUOR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUEN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUPB'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUPF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUPT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MURG'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUSL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUSS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAR'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUST'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUTH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUTP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'MUVO'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MUAM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NAMS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'NFAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NCAR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RPAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NCMC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'NFAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NELC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NEUS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NFAS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NHIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'NFAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NPOL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'NFAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NTC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'NURS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OADT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OAMH'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HIST'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OASD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ASDV'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OCUD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CTE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OES'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ENSE'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OHIS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OPT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OPTL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LCL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'ORIE'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OES'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OSFA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OES'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'OVER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OACA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PARK'~&~	~&~'1'~&~	~&~'BA'~&~	~&~'TRAN'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PHER'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PHYA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PHYS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PIRT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PLAC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PLIN'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'POLS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'POYC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PPSP'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'PHYP'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PSAF'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'PSY'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'QEND'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RCI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RCOM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RECS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'REEI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'REGR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OES'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'REL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'ARSC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RENA'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CMLT'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RESL'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RPAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RHS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RCOM'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RIFI'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'CEUS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RLSS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SLIS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RPAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'HPER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RPAS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DBFA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RSPK'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RTVS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'EMAS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RUAD'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'RUGS'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'BL'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SACR'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'DFAC'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SACT'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SADV'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'SSER'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SAID'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'OSFA'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SALC'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'LRCS'~&~	~&~'0'~&~	~&~]RECORD
RECORD[~&~	~&~'3949401795'~&~	~&~'BL'~&~	~&~'SCAM'~&~	~&~'1'~&~	~&~'BL'~&~	~&~'MATH'~&~	~&~'0'~&~	~&~]RECORD
