HEADER[~&~	~&~CTGRY_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'EMPB'~&~	~&~'BA'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_001'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'BL'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_002'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'EA'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_003'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'IN'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_004'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'KO'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_005'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'NW'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_006'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'SB'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_007'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'SE'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_008'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EMPB'~&~	~&~'UA'~&~	~&~'5600'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_009'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'BA'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_010'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'BL'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_011'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'EA'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_012'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'FW'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_013'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'IA'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_014'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'IN'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_015'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'KO'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_016'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'NW'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_017'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'SB'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_018'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'SE'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_019'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'EQIP'~&~	~&~'UA'~&~	~&~'5200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_020'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4000'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_060'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4001'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_061'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4008'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_062'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_063'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4012'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_064'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_065'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4014'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_066'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_067'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_068'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4017'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_069'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4020'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_070'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_071'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_072'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4023'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_073'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4024'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_074'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4025'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_075'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4026'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_076'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4027'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_077'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4028'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_078'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4035'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_079'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4036'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_080'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4037'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_081'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4040'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_082'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4041'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_083'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4042'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_084'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BA'~&~	~&~'4050'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_085'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4000'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_086'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4001'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_087'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4002'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_088'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4003'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_089'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4004'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_090'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4005'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_091'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4006'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_092'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4007'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_093'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4008'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_094'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4009'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_095'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_096'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4011'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_097'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4012'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_098'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_099'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4014'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_100'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_101'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_102'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4017'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_103'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4019'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_104'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4020'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_105'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_106'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_107'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4023'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_108'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4024'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_109'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4025'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_110'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4026'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_111'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4027'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_112'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4028'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_113'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4030'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_114'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4031'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_115'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4032'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_116'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4033'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_117'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4034'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_118'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4035'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_119'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4036'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_120'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4037'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_121'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4040'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_122'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4042'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_123'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4045'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_124'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'BL'~&~	~&~'4050'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_125'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4003'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_126'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4008'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_127'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4009'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_128'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_129'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_130'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_131'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_132'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4018'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_133'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_134'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_135'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4023'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_136'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4024'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_137'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4025'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_138'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4026'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_139'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4027'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_140'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4028'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_141'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4032'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_142'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4035'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_143'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4040'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_144'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4042'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_145'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'EA'~&~	~&~'4050'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_146'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_147'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_148'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_149'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_150'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_151'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_152'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4026'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_153'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4027'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_154'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4028'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_155'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'FW'~&~	~&~'4042'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_156'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4008'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_157'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4010'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_158'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4012'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_159'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4013'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_160'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4015'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_161'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4016'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_162'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4021'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_163'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'MSS'~&~	~&~'IA'~&~	~&~'4022'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_164'~&~	~&~'Y'~&~	~&~]RECORD
