HEADER[~&~	~&~CTGRY_CD::VARCHAR~&~	~&~FIN_COA_CD::VARCHAR~&~	~&~FIN_OBJECT_CD::VARCHAR~&~	~&~VER_NBR::DECIMAL~&~	~&~OBJ_ID::VARCHAR~&~	~&~ACTV_IND::VARCHAR~&~	~&~]HEADER
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4302'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_423'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4303'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_424'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4304'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_425'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4305'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_426'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4308'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_427'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_428'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_429'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IN'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_430'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_431'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4150'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_432'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_433'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_434'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4170'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_435'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'IU'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_436'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_437'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_438'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_439'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_440'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_441'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_442'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_443'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_444'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_445'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_446'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_447'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'KO'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_448'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_449'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_450'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_451'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_452'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_453'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_454'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_455'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_456'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_457'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_458'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_459'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_460'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_461'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_462'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_463'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'NW'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_464'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_465'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_466'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_467'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_468'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_469'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4121'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_470'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_471'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_472'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4162'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_473'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_474'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4167'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_475'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4168'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_476'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_477'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_478'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_479'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_480'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4220'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_481'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4230'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_482'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_483'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_484'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_485'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SB'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_486'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_487'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4101'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_488'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_489'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_490'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_491'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_492'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_493'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_494'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_495'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_496'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4250'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_497'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4260'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_498'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4270'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_499'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4280'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_500'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4281'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_501'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4290'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_502'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_503'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_504'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_505'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'SE'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_506'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_507'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4105'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_508'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4110'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_509'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4115'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_510'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4120'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_511'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4126'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_512'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4151'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_513'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4166'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_514'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4180'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_515'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4190'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_516'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4200'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_517'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4205'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_518'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4210'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_519'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4300'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_520'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4302'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_521'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4303'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_522'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4304'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_523'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4308'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_524'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4309'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_525'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4370'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_526'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'ODC'~&~	~&~'UA'~&~	~&~'4400'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_527'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'BA'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_021'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'BL'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_022'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'EA'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_023'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'IA'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_024'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'IN'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_025'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'IU'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_026'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'KO'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_027'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'NW'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_028'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'SB'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_029'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'SE'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_030'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'PROS'~&~	~&~'UA'~&~	~&~'4562'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_031'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'BL'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_032'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'EA'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_033'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'IN'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_034'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'KO'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_035'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'NW'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_036'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'SB'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_037'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'SBCT'~&~	~&~'UA'~&~	~&~'4074'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_038'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'BA'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_039'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'BL'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_040'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'EA'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_041'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'FW'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_042'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'IA'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_043'~&~	~&~'Y'~&~	~&~]RECORD
RECORD[~&~	~&~'TRVD'~&~	~&~'IN'~&~	~&~'6100'~&~	~&~'1'~&~	~&~'AR_CST_CTGRY_FIN_OBJ_CD_044'~&~	~&~'Y'~&~	~&~]RECORD
